MUNIDESC,SALE_YEAR,SALE_MONTH,sale_count
PINE,2015,9,4
PINE,2015,10,5
PINE,2015,11,3
PINE,2015,12,5
PINE,2016,1,2
PINE,2016,2,1
PINE,2016,3,1
PINE,2016,4,7
PINE,2016,5,13
PINE,2016,6,10
PINE,2016,7,8
PINE,2016,8,4
PINE,2016,9,10
PINE,2016,10,6
PINE,2016,11,2
PINE,2016,12,0
PINE,2017,1,6
PINE,2017,2,1
PINE,2017,3,13
PINE,2017,4,16
PINE,2017,5,14
PINE,2017,6,18
PINE,2017,7,12
PINE,2017,8,9
PINE,2017,9,13
PINE,2017,10,9
PINE,2017,11,4
PINE,2017,12,7
PINE,2018,1,4
PINE,2018,2,1
PINE,2018,3,8
PINE,2018,4,9
PINE,2018,5,9
PINE,2018,6,12
PINE,2018,7,12
PINE,2018,8,21
PINE,2018,9,8
PINE,2018,10,8
PINE,2018,11,5
PINE,2018,12,5
PINE,2019,1,5
PINE,2019,2,7
PINE,2019,3,7
PINE,2019,4,4
PINE,2019,5,13
PINE,2019,6,12
PINE,2019,7,8
PINE,2019,8,3
PINE,2019,9,4
PINE,2019,10,9
PINE,2019,11,8
PINE,2019,12,7
PINE,2020,1,5
PINE,2020,2,10
PINE,2020,3,11
PINE,2020,4,13
PINE,2020,5,6
PINE,2020,6,20
PINE,2020,7,20
PINE,2020,8,23
PINE,2020,9,17
PINE,2020,10,15
PINE,2020,11,14
PINE,2020,12,7
PINE,2021,1,5
PINE,2021,2,9
PINE,2021,3,13
PINE,2021,4,7
PINE,2021,5,17
PINE,2021,6,25
PINE,2021,7,17
PINE,2021,8,26
PINE,2021,9,20
PINE,2021,10,12
PINE,2021,11,9
PINE,2021,12,11
PINE,2022,1,3
PINE,2022,2,8
PINE,2022,3,14
PINE,2022,4,18
PINE,2022,5,19
PINE,2022,6,24
PINE,2022,7,15
PINE,2022,8,20
PINE,2022,9,13
PINE,2022,10,16
PINE,2022,11,6
PINE,2022,12,9
PINE,2023,1,6
PINE,2023,2,5
PINE,2023,3,8
PINE,2023,4,11
PINE,2023,5,13
PINE,2023,6,13
PINE,2023,7,14
PINE,2023,8,15
PINE,2023,9,16
PINE,2023,10,12
PINE,2023,11,9
PINE,2023,12,5
PINE,2024,1,4
PINE,2024,2,11
PINE,2024,3,5
PINE,2024,4,10
PINE,2024,5,18
PINE,2024,6,15
PINE,2024,7,16
PINE,2024,8,14
PINE,2024,9,9
PINE,2024,10,11
PINE,2024,11,7
PINE,2024,12,13
PINE,2025,1,11
PINE,2025,2,10
PINE,2025,3,8
PINE,2025,4,6
PINE,2025,5,3
PINE,2025,6,0
PINE,2025,7,0
PINE,2025,8,0
PINE,2025,9,0
PINE,2025,10,0
PINE,2025,11,0
PINE,2025,12,0
PITCAIRN,2012,1,0
PITCAIRN,2012,2,1
PITCAIRN,2012,3,2
PITCAIRN,2012,4,0
PITCAIRN,2012,5,2
PITCAIRN,2012,6,1
PITCAIRN,2012,7,1
PITCAIRN,2012,8,2
PITCAIRN,2012,9,3
PITCAIRN,2012,10,1
PITCAIRN,2012,11,0
PITCAIRN,2012,12,1
PITCAIRN,2013,1,1
PITCAIRN,2013,2,1
PITCAIRN,2013,3,0
PITCAIRN,2013,4,1
PITCAIRN,2013,5,1
PITCAIRN,2013,6,0
PITCAIRN,2013,7,1
PITCAIRN,2013,8,1
PITCAIRN,2013,9,0
PITCAIRN,2013,10,2
PITCAIRN,2013,11,0
PITCAIRN,2013,12,2
PITCAIRN,2014,1,0
PITCAIRN,2014,2,0
PITCAIRN,2014,3,0
PITCAIRN,2014,4,0
PITCAIRN,2014,5,1
PITCAIRN,2014,6,0
PITCAIRN,2014,7,0
PITCAIRN,2014,8,0
PITCAIRN,2014,9,0
PITCAIRN,2014,10,0
PITCAIRN,2014,11,0
PITCAIRN,2014,12,0
PITCAIRN,2015,1,0
PITCAIRN,2015,2,0
PITCAIRN,2015,3,0
PITCAIRN,2015,4,0
PITCAIRN,2015,5,0
PITCAIRN,2015,6,1
PITCAIRN,2015,7,0
PITCAIRN,2015,8,0
PITCAIRN,2015,9,0
PITCAIRN,2015,10,0
PITCAIRN,2015,11,1
PITCAIRN,2015,12,0
PITCAIRN,2016,1,0
PITCAIRN,2016,2,1
PITCAIRN,2016,3,0
PITCAIRN,2016,4,0
PITCAIRN,2016,5,2
PITCAIRN,2016,6,1
PITCAIRN,2016,7,1
PITCAIRN,2016,8,0
PITCAIRN,2016,9,3
PITCAIRN,2016,10,1
PITCAIRN,2016,11,0
PITCAIRN,2016,12,0
PITCAIRN,2017,1,1
PITCAIRN,2017,2,0
PITCAIRN,2017,3,1
PITCAIRN,2017,4,1
PITCAIRN,2017,5,0
PITCAIRN,2017,6,0
PITCAIRN,2017,7,0
PITCAIRN,2017,8,1
PITCAIRN,2017,9,0
PITCAIRN,2017,10,2
PITCAIRN,2017,11,1
PITCAIRN,2017,12,0
PITCAIRN,2018,1,1
PITCAIRN,2018,2,0
PITCAIRN,2018,3,0
PITCAIRN,2018,4,1
PITCAIRN,2018,5,2
PITCAIRN,2018,6,1
PITCAIRN,2018,7,1
PITCAIRN,2018,8,1
PITCAIRN,2018,9,1
PITCAIRN,2018,10,1
PITCAIRN,2018,11,0
PITCAIRN,2018,12,0
PITCAIRN,2019,1,0
PITCAIRN,2019,2,1
PITCAIRN,2019,3,0
PITCAIRN,2019,4,1
PITCAIRN,2019,5,0
PITCAIRN,2019,6,0
PITCAIRN,2019,7,1
PITCAIRN,2019,8,0
PITCAIRN,2019,9,0
PITCAIRN,2019,10,2
PITCAIRN,2019,11,0
PITCAIRN,2019,12,1
PITCAIRN,2020,1,2
PITCAIRN,2020,2,0
PITCAIRN,2020,3,1
PITCAIRN,2020,4,0
PITCAIRN,2020,5,0
PITCAIRN,2020,6,1
PITCAIRN,2020,7,0
PITCAIRN,2020,8,1
PITCAIRN,2020,9,0
PITCAIRN,2020,10,0
PITCAIRN,2020,11,0
PITCAIRN,2020,12,0
PITCAIRN,2021,1,2
PITCAIRN,2021,2,0
PITCAIRN,2021,3,2
PITCAIRN,2021,4,0
PITCAIRN,2021,5,3
PITCAIRN,2021,6,0
PITCAIRN,2021,7,1
PITCAIRN,2021,8,2
PITCAIRN,2021,9,1
PITCAIRN,2021,10,0
PITCAIRN,2021,11,1
PITCAIRN,2021,12,2
PITCAIRN,2022,1,1
PITCAIRN,2022,2,2
PITCAIRN,2022,3,1
PITCAIRN,2022,4,2
PITCAIRN,2022,5,6
PITCAIRN,2022,6,3
PITCAIRN,2022,7,0
PITCAIRN,2022,8,1
PITCAIRN,2022,9,1
PITCAIRN,2022,10,0
PITCAIRN,2022,11,1
PITCAIRN,2022,12,0
PITCAIRN,2023,1,2
PITCAIRN,2023,2,1
PITCAIRN,2023,3,0
PITCAIRN,2023,4,1
PITCAIRN,2023,5,2
PITCAIRN,2023,6,3
PITCAIRN,2023,7,0
PITCAIRN,2023,8,1
PITCAIRN,2023,9,1
PITCAIRN,2023,10,1
PITCAIRN,2023,11,0
PITCAIRN,2023,12,3
PITCAIRN,2024,1,0
PITCAIRN,2024,2,1
PITCAIRN,2024,3,3
PITCAIRN,2024,4,0
PITCAIRN,2024,5,3
PITCAIRN,2024,6,2
PITCAIRN,2024,7,1
PITCAIRN,2024,8,0
PITCAIRN,2024,9,1
PITCAIRN,2024,10,1
PITCAIRN,2024,11,0
PITCAIRN,2024,12,1
PITCAIRN,2025,1,1
PITCAIRN,2025,2,1
PITCAIRN,2025,3,1
PITCAIRN,2025,4,3
PITCAIRN,2025,5,0
PITCAIRN,2025,6,0
PITCAIRN,2025,7,0
PITCAIRN,2025,8,0
PITCAIRN,2025,9,0
PITCAIRN,2025,10,0
PITCAIRN,2025,11,0
PITCAIRN,2025,12,0
PLEASANT HILLS,2012,1,2
PLEASANT HILLS,2012,2,1
PLEASANT HILLS,2012,3,6
PLEASANT HILLS,2012,4,8
PLEASANT HILLS,2012,5,10
PLEASANT HILLS,2012,6,4
PLEASANT HILLS,2012,7,7
PLEASANT HILLS,2012,8,9
PLEASANT HILLS,2012,9,9
PLEASANT HILLS,2012,10,4
PLEASANT HILLS,2012,11,2
PLEASANT HILLS,2012,12,7
PLEASANT HILLS,2013,1,4
PLEASANT HILLS,2013,2,4
PLEASANT HILLS,2013,3,4
PLEASANT HILLS,2013,4,4
PLEASANT HILLS,2013,5,3
PLEASANT HILLS,2013,6,9
PLEASANT HILLS,2013,7,9
PLEASANT HILLS,2013,8,5
PLEASANT HILLS,2013,9,5
PLEASANT HILLS,2013,10,8
PLEASANT HILLS,2013,11,6
PLEASANT HILLS,2013,12,4
PLEASANT HILLS,2014,1,4
PLEASANT HILLS,2014,2,2
PLEASANT HILLS,2014,3,3
PLEASANT HILLS,2014,4,1
PLEASANT HILLS,2014,5,3
PLEASANT HILLS,2014,6,1
PLEASANT HILLS,2014,7,3
PLEASANT HILLS,2014,8,3
PLEASANT HILLS,2014,9,4
PLEASANT HILLS,2014,10,1
PLEASANT HILLS,2014,11,0
PLEASANT HILLS,2014,12,0
PLEASANT HILLS,2015,1,0
PLEASANT HILLS,2015,2,2
PLEASANT HILLS,2015,3,0
PLEASANT HILLS,2015,4,2
PLEASANT HILLS,2015,5,2
PLEASANT HILLS,2015,6,4
PLEASANT HILLS,2015,7,5
PLEASANT HILLS,2015,8,2
PLEASANT HILLS,2015,9,2
PLEASANT HILLS,2015,10,5
PLEASANT HILLS,2015,11,0
PLEASANT HILLS,2015,12,0
PLEASANT HILLS,2016,1,1
PLEASANT HILLS,2016,2,1
PLEASANT HILLS,2016,3,3
PLEASANT HILLS,2016,4,5
PLEASANT HILLS,2016,5,4
PLEASANT HILLS,2016,6,6
PLEASANT HILLS,2016,7,6
PLEASANT HILLS,2016,8,4
PLEASANT HILLS,2016,9,6
PLEASANT HILLS,2016,10,5
PLEASANT HILLS,2016,11,4
PLEASANT HILLS,2016,12,4
PLEASANT HILLS,2017,1,1
PLEASANT HILLS,2017,2,3
PLEASANT HILLS,2017,3,3
PLEASANT HILLS,2017,4,11
PLEASANT HILLS,2017,5,6
PLEASANT HILLS,2017,6,9
PLEASANT HILLS,2017,7,6
PLEASANT HILLS,2017,8,5
PLEASANT HILLS,2017,9,3
PLEASANT HILLS,2017,10,1
PLEASANT HILLS,2017,11,1
PLEASANT HILLS,2017,12,2
PLEASANT HILLS,2018,1,1
PLEASANT HILLS,2018,2,3
PLEASANT HILLS,2018,3,5
PLEASANT HILLS,2018,4,5
PLEASANT HILLS,2018,5,4
PLEASANT HILLS,2018,6,3
PLEASANT HILLS,2018,7,4
PLEASANT HILLS,2018,8,6
PLEASANT HILLS,2018,9,2
PLEASANT HILLS,2018,10,3
PLEASANT HILLS,2018,11,3
PLEASANT HILLS,2018,12,1
PLEASANT HILLS,2019,1,3
PLEASANT HILLS,2019,2,1
PLEASANT HILLS,2019,3,6
PLEASANT HILLS,2019,4,0
PLEASANT HILLS,2019,5,1
PLEASANT HILLS,2019,6,1
PLEASANT HILLS,2019,7,2
PLEASANT HILLS,2019,8,2
PLEASANT HILLS,2019,9,2
PLEASANT HILLS,2019,10,4
PLEASANT HILLS,2019,11,2
PLEASANT HILLS,2019,12,1
PLEASANT HILLS,2020,1,6
PLEASANT HILLS,2020,2,3
PLEASANT HILLS,2020,3,1
PLEASANT HILLS,2020,4,3
PLEASANT HILLS,2020,5,1
PLEASANT HILLS,2020,6,6
PLEASANT HILLS,2020,7,5
PLEASANT HILLS,2020,8,4
PLEASANT HILLS,2020,9,7
PLEASANT HILLS,2020,10,6
PLEASANT HILLS,2020,11,3
PLEASANT HILLS,2020,12,5
PLEASANT HILLS,2021,1,2
PLEASANT HILLS,2021,2,4
PLEASANT HILLS,2021,3,7
PLEASANT HILLS,2021,4,5
PLEASANT HILLS,2021,5,7
PLEASANT HILLS,2021,6,5
PLEASANT HILLS,2021,7,13
PLEASANT HILLS,2021,8,12
PLEASANT HILLS,2021,9,3
PLEASANT HILLS,2021,10,7
PLEASANT HILLS,2021,11,8
PLEASANT HILLS,2021,12,10
PLEASANT HILLS,2022,1,9
PLEASANT HILLS,2022,2,4
PLEASANT HILLS,2022,3,6
PLEASANT HILLS,2022,4,6
PLEASANT HILLS,2022,5,13
PLEASANT HILLS,2022,6,12
PLEASANT HILLS,2022,7,5
PLEASANT HILLS,2022,8,9
PLEASANT HILLS,2022,9,3
PLEASANT HILLS,2022,10,12
PLEASANT HILLS,2022,11,5
PLEASANT HILLS,2022,12,7
PLEASANT HILLS,2023,1,7
PLEASANT HILLS,2023,2,1
PLEASANT HILLS,2023,3,6
PLEASANT HILLS,2023,4,8
PLEASANT HILLS,2023,5,8
PLEASANT HILLS,2023,6,3
PLEASANT HILLS,2023,7,10
PLEASANT HILLS,2023,8,7
PLEASANT HILLS,2023,9,6
PLEASANT HILLS,2023,10,4
PLEASANT HILLS,2023,11,5
PLEASANT HILLS,2023,12,6
PLEASANT HILLS,2024,1,2
PLEASANT HILLS,2024,2,6
PLEASANT HILLS,2024,3,11
PLEASANT HILLS,2024,4,11
PLEASANT HILLS,2024,5,10
PLEASANT HILLS,2024,6,6
PLEASANT HILLS,2024,7,5
PLEASANT HILLS,2024,8,4
PLEASANT HILLS,2024,9,3
PLEASANT HILLS,2024,10,11
PLEASANT HILLS,2024,11,9
PLEASANT HILLS,2024,12,6
PLEASANT HILLS,2025,1,3
PLEASANT HILLS,2025,2,1
PLEASANT HILLS,2025,3,5
PLEASANT HILLS,2025,4,6
PLEASANT HILLS,2025,5,9
PLEASANT HILLS,2025,6,0
PLEASANT HILLS,2025,7,0
PLEASANT HILLS,2025,8,0
PLEASANT HILLS,2025,9,0
PLEASANT HILLS,2025,10,0
PLEASANT HILLS,2025,11,0
PLEASANT HILLS,2025,12,0
PLUM,2012,1,11
PLUM,2012,2,8
PLUM,2012,3,18
PLUM,2012,4,8
PLUM,2012,5,23
PLUM,2012,6,21
PLUM,2012,7,27
PLUM,2012,8,30
PLUM,2012,9,14
PLUM,2012,10,18
PLUM,2012,11,13
PLUM,2012,12,11
PLUM,2013,1,5
PLUM,2013,2,9
PLUM,2013,3,13
PLUM,2013,4,15
PLUM,2013,5,22
PLUM,2013,6,14
PLUM,2013,7,19
PLUM,2013,8,17
PLUM,2013,9,8
PLUM,2013,10,11
PLUM,2013,11,10
PLUM,2013,12,14
PLUM,2014,1,2
PLUM,2014,2,2
PLUM,2014,3,1
PLUM,2014,4,10
PLUM,2014,5,2
PLUM,2014,6,4
PLUM,2014,7,7
PLUM,2014,8,10
PLUM,2014,9,9
PLUM,2014,10,2
PLUM,2014,11,1
PLUM,2014,12,1
PLUM,2015,1,0
PLUM,2015,2,1
PLUM,2015,3,9
PLUM,2015,4,10
PLUM,2015,5,9
PLUM,2015,6,11
PLUM,2015,7,5
PLUM,2015,8,8
PLUM,2015,9,14
PLUM,2015,10,3
PLUM,2015,11,2
PLUM,2015,12,3
PLUM,2016,1,4
PLUM,2016,2,3
PLUM,2016,3,6
PLUM,2016,4,7
PLUM,2016,5,17
PLUM,2016,6,10
PLUM,2016,7,13
PLUM,2016,8,10
PLUM,2016,9,14
PLUM,2016,10,15
PLUM,2016,11,7
PLUM,2016,12,3
PLUM,2017,1,7
PLUM,2017,2,7
PLUM,2017,3,11
PLUM,2017,4,22
PLUM,2017,5,16
PLUM,2017,6,15
PLUM,2017,7,16
PLUM,2017,8,9
PLUM,2017,9,8
PLUM,2017,10,10
PLUM,2017,11,7
PLUM,2017,12,7
PLUM,2018,1,7
PLUM,2018,2,10
PLUM,2018,3,6
PLUM,2018,4,14
PLUM,2018,5,12
PLUM,2018,6,7
PLUM,2018,7,4
PLUM,2018,8,6
PLUM,2018,9,16
PLUM,2018,10,10
PLUM,2018,11,13
PLUM,2018,12,9
PLUM,2019,1,6
PLUM,2019,2,8
PLUM,2019,3,17
PLUM,2019,4,9
PLUM,2019,5,8
PLUM,2019,6,9
PLUM,2019,7,9
PLUM,2019,8,8
PLUM,2019,9,10
PLUM,2019,10,5
PLUM,2019,11,5
PLUM,2019,12,8
PLUM,2020,1,15
PLUM,2020,2,13
PLUM,2020,3,9
PLUM,2020,4,14
PLUM,2020,5,10
PLUM,2020,6,15
PLUM,2020,7,26
PLUM,2020,8,7
PLUM,2020,9,20
PLUM,2020,10,22
PLUM,2020,11,14
PLUM,2020,12,15
PLUM,2021,1,6
PLUM,2021,2,7
PLUM,2021,3,17
PLUM,2021,4,12
PLUM,2021,5,19
PLUM,2021,6,19
PLUM,2021,7,21
PLUM,2021,8,22
PLUM,2021,9,23
PLUM,2021,10,23
PLUM,2021,11,21
PLUM,2021,12,16
PLUM,2022,1,14
PLUM,2022,2,18
PLUM,2022,3,12
PLUM,2022,4,12
PLUM,2022,5,16
PLUM,2022,6,28
PLUM,2022,7,24
PLUM,2022,8,24
PLUM,2022,9,15
PLUM,2022,10,19
PLUM,2022,11,22
PLUM,2022,12,16
PLUM,2023,1,7
PLUM,2023,2,18
PLUM,2023,3,28
PLUM,2023,4,15
PLUM,2023,5,21
PLUM,2023,6,23
PLUM,2023,7,30
PLUM,2023,8,18
PLUM,2023,9,12
PLUM,2023,10,15
PLUM,2023,11,9
PLUM,2023,12,13
PLUM,2024,1,17
PLUM,2024,2,10
PLUM,2024,3,11
PLUM,2024,4,19
PLUM,2024,5,22
PLUM,2024,6,14
PLUM,2024,7,27
PLUM,2024,8,17
PLUM,2024,9,15
PLUM,2024,10,21
PLUM,2024,11,17
PLUM,2024,12,9
PLUM,2025,1,13
PLUM,2025,2,10
PLUM,2025,3,19
PLUM,2025,4,28
PLUM,2025,5,18
PLUM,2025,6,0
PLUM,2025,7,0
PLUM,2025,8,0
PLUM,2025,9,0
PLUM,2025,10,0
PLUM,2025,11,0
PLUM,2025,12,0
PORT VUE,2012,1,1
PORT VUE,2012,2,4
PORT VUE,2012,3,4
PORT VUE,2012,4,2
PORT VUE,2012,5,3
PORT VUE,2012,6,3
PORT VUE,2012,7,3
PORT VUE,2012,8,2
PORT VUE,2012,9,4
PORT VUE,2012,10,4
PORT VUE,2012,11,1
PORT VUE,2012,12,1
PORT VUE,2013,1,0
PORT VUE,2013,2,0
PORT VUE,2013,3,5
PORT VUE,2013,4,0
PORT VUE,2013,5,1
PORT VUE,2013,6,1
PORT VUE,2013,7,1
PORT VUE,2013,8,2
PORT VUE,2013,9,0
PORT VUE,2013,10,2
PORT VUE,2013,11,0
PORT VUE,2013,12,8
PORT VUE,2014,1,1
PORT VUE,2014,2,0
PORT VUE,2014,3,0
PORT VUE,2014,4,0
PORT VUE,2014,5,1
PORT VUE,2014,6,1
PORT VUE,2014,7,1
PORT VUE,2014,8,0
PORT VUE,2014,9,1
PORT VUE,2014,10,0
PORT VUE,2014,11,1
PORT VUE,2014,12,0
PORT VUE,2015,1,0
PORT VUE,2015,2,1
PORT VUE,2015,3,2
PORT VUE,2015,4,0
PORT VUE,2015,5,0
PORT VUE,2015,6,0
PORT VUE,2015,7,2
PORT VUE,2015,8,1
PORT VUE,2015,9,0
PORT VUE,2015,10,2
PORT VUE,2015,11,1
PORT VUE,2015,12,2
PORT VUE,2016,1,1
PORT VUE,2016,2,1
PORT VUE,2016,3,2
PORT VUE,2016,4,4
PORT VUE,2016,5,0
PORT VUE,2016,6,2
PORT VUE,2016,7,2
PORT VUE,2016,8,3
PORT VUE,2016,9,3
PORT VUE,2016,10,0
PORT VUE,2016,11,0
PORT VUE,2016,12,0
PORT VUE,2017,1,1
PORT VUE,2017,2,0
PORT VUE,2017,3,1
PORT VUE,2017,4,2
PORT VUE,2017,5,3
PORT VUE,2017,6,2
PORT VUE,2017,7,0
PORT VUE,2017,8,2
PORT VUE,2017,9,1
PORT VUE,2017,10,0
PORT VUE,2017,11,2
PORT VUE,2017,12,1
PORT VUE,2018,1,4
PORT VUE,2018,2,0
PORT VUE,2018,3,1
PORT VUE,2018,4,1
PORT VUE,2018,5,3
PORT VUE,2018,6,2
PORT VUE,2018,7,1
PORT VUE,2018,8,2
PORT VUE,2018,9,2
PORT VUE,2018,10,2
PORT VUE,2018,11,0
PORT VUE,2018,12,0
PORT VUE,2019,1,1
PORT VUE,2019,2,0
PORT VUE,2019,3,1
PORT VUE,2019,4,4
PORT VUE,2019,5,2
PORT VUE,2019,6,2
PORT VUE,2019,7,2
PORT VUE,2019,8,2
PORT VUE,2019,9,0
PORT VUE,2019,10,3
PORT VUE,2019,11,0
PORT VUE,2019,12,3
PORT VUE,2020,1,3
PORT VUE,2020,2,1
PORT VUE,2020,3,3
PORT VUE,2020,4,3
PORT VUE,2020,5,5
PORT VUE,2020,6,0
PORT VUE,2020,7,5
PORT VUE,2020,8,8
PORT VUE,2020,9,0
PORT VUE,2020,10,3
PORT VUE,2020,11,0
PORT VUE,2020,12,2
PORT VUE,2021,1,1
PORT VUE,2021,2,0
PORT VUE,2021,3,4
PORT VUE,2021,4,2
PORT VUE,2021,5,3
PORT VUE,2021,6,1
PORT VUE,2021,7,3
PORT VUE,2021,8,1
PORT VUE,2021,9,2
PORT VUE,2021,10,5
PORT VUE,2021,11,5
PORT VUE,2021,12,2
PORT VUE,2022,1,3
PORT VUE,2022,2,2
PORT VUE,2022,3,3
PORT VUE,2022,4,3
PORT VUE,2022,5,5
PORT VUE,2022,6,4
PORT VUE,2022,7,6
PORT VUE,2022,8,5
PORT VUE,2022,9,3
PORT VUE,2022,10,0
PORT VUE,2022,11,2
PORT VUE,2022,12,5
PORT VUE,2023,1,3
PORT VUE,2023,2,2
PORT VUE,2023,3,4
PORT VUE,2023,4,3
PORT VUE,2023,5,2
PORT VUE,2023,6,3
PORT VUE,2023,7,5
PORT VUE,2023,8,4
PORT VUE,2023,9,2
PORT VUE,2023,10,5
PORT VUE,2023,11,2
PORT VUE,2023,12,3
PORT VUE,2024,1,3
PORT VUE,2024,2,4
PORT VUE,2024,3,5
PORT VUE,2024,4,8
PORT VUE,2024,5,7
PORT VUE,2024,6,3
PORT VUE,2024,7,5
PORT VUE,2024,8,3
PORT VUE,2024,9,1
PORT VUE,2024,10,3
PORT VUE,2024,11,1
PORT VUE,2024,12,0
PORT VUE,2025,1,2
PORT VUE,2025,2,2
PORT VUE,2025,3,3
PORT VUE,2025,4,2
PORT VUE,2025,5,4
PORT VUE,2025,6,0
PORT VUE,2025,7,0
PORT VUE,2025,8,0
PORT VUE,2025,9,0
PORT VUE,2025,10,0
PORT VUE,2025,11,0
PORT VUE,2025,12,0
RANKIN,2012,1,2
RANKIN,2012,2,1
RANKIN,2012,3,1
RANKIN,2012,4,0
RANKIN,2012,5,4
RANKIN,2012,6,0
RANKIN,2012,7,3
RANKIN,2012,8,1
RANKIN,2012,9,0
RANKIN,2012,10,0
RANKIN,2012,11,1
RANKIN,2012,12,2
RANKIN,2013,1,0
RANKIN,2013,2,0
RANKIN,2013,3,0
RANKIN,2013,4,0
RANKIN,2013,5,1
RANKIN,2013,6,0
RANKIN,2013,7,1
RANKIN,2013,8,0
RANKIN,2013,9,0
RANKIN,2013,10,0
RANKIN,2013,11,1
RANKIN,2013,12,1
RANKIN,2014,1,0
RANKIN,2014,2,0
RANKIN,2014,3,0
RANKIN,2014,4,0
RANKIN,2014,5,0
RANKIN,2014,6,0
RANKIN,2014,7,0
RANKIN,2014,8,0
RANKIN,2014,9,0
RANKIN,2014,10,0
RANKIN,2014,11,0
RANKIN,2014,12,0
RANKIN,2015,1,0
RANKIN,2015,2,0
RANKIN,2015,3,0
RANKIN,2015,4,0
RANKIN,2015,5,1
RANKIN,2015,6,0
RANKIN,2015,7,0
RANKIN,2015,8,0
RANKIN,2015,9,0
RANKIN,2015,10,0
RANKIN,2015,11,0
RANKIN,2015,12,0
RANKIN,2016,1,0
RANKIN,2016,2,0
RANKIN,2016,3,0
RANKIN,2016,4,0
RANKIN,2016,5,0
RANKIN,2016,6,1
RANKIN,2016,7,0
RANKIN,2016,8,0
RANKIN,2016,9,0
RANKIN,2016,10,0
RANKIN,2016,11,0
RANKIN,2016,12,0
RANKIN,2017,1,0
RANKIN,2017,2,0
RANKIN,2017,3,0
RANKIN,2017,4,0
RANKIN,2017,5,0
RANKIN,2017,6,0
RANKIN,2017,7,0
RANKIN,2017,8,0
RANKIN,2017,9,0
RANKIN,2017,10,0
RANKIN,2017,11,0
RANKIN,2017,12,1
RANKIN,2018,1,0
RANKIN,2018,2,0
RANKIN,2018,3,0
RANKIN,2018,4,0
RANKIN,2018,5,0
RANKIN,2018,6,0
RANKIN,2018,7,0
RANKIN,2018,8,0
RANKIN,2018,9,1
RANKIN,2018,10,0
RANKIN,2018,11,0
RANKIN,2018,12,0
RANKIN,2019,1,0
RANKIN,2019,2,0
RANKIN,2019,3,0
RANKIN,2019,4,0
RANKIN,2019,5,1
RANKIN,2019,6,0
RANKIN,2019,7,1
RANKIN,2019,8,0
RANKIN,2019,9,0
RANKIN,2019,10,0
RANKIN,2019,11,0
RANKIN,2019,12,1
RANKIN,2020,1,0
RANKIN,2020,2,0
RANKIN,2020,3,0
RANKIN,2020,4,0
RANKIN,2020,5,0
RANKIN,2020,6,0
RANKIN,2020,7,0
RANKIN,2020,8,0
RANKIN,2020,9,1
RANKIN,2020,10,2
RANKIN,2020,11,0
RANKIN,2020,12,0
RANKIN,2021,1,0
RANKIN,2021,2,0
RANKIN,2021,3,0
RANKIN,2021,4,0
RANKIN,2021,5,0
RANKIN,2021,6,0
RANKIN,2021,7,0
RANKIN,2021,8,1
RANKIN,2021,9,1
RANKIN,2021,10,0
RANKIN,2021,11,0
RANKIN,2021,12,0
RANKIN,2022,1,0
RANKIN,2022,2,0
RANKIN,2022,3,0
RANKIN,2022,4,0
RANKIN,2022,5,0
RANKIN,2022,6,1
RANKIN,2022,7,0
RANKIN,2022,8,0
RANKIN,2022,9,0
RANKIN,2022,10,0
RANKIN,2022,11,0
RANKIN,2022,12,0
RANKIN,2023,1,1
RANKIN,2023,2,0
RANKIN,2023,3,0
RANKIN,2023,4,0
RANKIN,2023,5,0
RANKIN,2023,6,0
RANKIN,2023,7,0
RANKIN,2023,8,1
RANKIN,2023,9,0
RANKIN,2023,10,0
RANKIN,2023,11,0
RANKIN,2023,12,0
RANKIN,2024,1,0
RANKIN,2024,2,0
RANKIN,2024,3,0
RANKIN,2024,4,0
RANKIN,2024,5,1
RANKIN,2024,6,2
RANKIN,2024,7,0
RANKIN,2024,8,0
RANKIN,2024,9,0
RANKIN,2024,10,0
RANKIN,2024,11,0
RANKIN,2024,12,1
RANKIN,2025,1,0
RANKIN,2025,2,0
RANKIN,2025,3,1
RANKIN,2025,4,1
RANKIN,2025,5,0
RANKIN,2025,6,0
RANKIN,2025,7,0
RANKIN,2025,8,0
RANKIN,2025,9,0
RANKIN,2025,10,0
RANKIN,2025,11,0
RANKIN,2025,12,0
RESERVE,2012,1,2
RESERVE,2012,2,0
RESERVE,2012,3,10
RESERVE,2012,4,1
RESERVE,2012,5,2
RESERVE,2012,6,4
RESERVE,2012,7,4
RESERVE,2012,8,7
RESERVE,2012,9,2
RESERVE,2012,10,4
RESERVE,2012,11,2
RESERVE,2012,12,1
RESERVE,2013,1,0
RESERVE,2013,2,1
RESERVE,2013,3,1
RESERVE,2013,4,2
RESERVE,2013,5,2
RESERVE,2013,6,2
RESERVE,2013,7,1
RESERVE,2013,8,1
RESERVE,2013,9,1
RESERVE,2013,10,2
RESERVE,2013,11,4
RESERVE,2013,12,0
RESERVE,2014,1,1
RESERVE,2014,2,0
RESERVE,2014,3,1
RESERVE,2014,4,0
RESERVE,2014,5,2
RESERVE,2014,6,1
RESERVE,2014,7,1
RESERVE,2014,8,2
RESERVE,2014,9,1
RESERVE,2014,10,1
RESERVE,2014,11,1
RESERVE,2014,12,0
RESERVE,2015,1,0
RESERVE,2015,2,2
RESERVE,2015,3,0
