MUNIDESC,SALE_YEAR,SALE_MONTH,sale_count
24TH WARD - PITTSBURGH,2024,10,2
24TH WARD - PITTSBURGH,2024,11,0
24TH WARD - PITTSBURGH,2024,12,2
24TH WARD - PITTSBURGH,2025,1,1
24TH WARD - PITTSBURGH,2025,2,1
24TH WARD - PITTSBURGH,2025,3,3
24TH WARD - PITTSBURGH,2025,4,2
24TH WARD - PITTSBURGH,2025,5,3
24TH WARD - PITTSBURGH,2025,6,0
24TH WARD - PITTSBURGH,2025,7,0
24TH WARD - PITTSBURGH,2025,8,0
24TH WARD - PITTSBURGH,2025,9,0
24TH WARD - PITTSBURGH,2025,10,0
24TH WARD - PITTSBURGH,2025,11,0
24TH WARD - PITTSBURGH,2025,12,0
25TH WARD - PITTSBURGH,2012,1,6
25TH WARD - PITTSBURGH,2012,2,1
25TH WARD - PITTSBURGH,2012,3,8
25TH WARD - PITTSBURGH,2012,4,5
25TH WARD - PITTSBURGH,2012,5,4
25TH WARD - PITTSBURGH,2012,6,4
25TH WARD - PITTSBURGH,2012,7,4
25TH WARD - PITTSBURGH,2012,8,4
25TH WARD - PITTSBURGH,2012,9,3
25TH WARD - PITTSBURGH,2012,10,2
25TH WARD - PITTSBURGH,2012,11,0
25TH WARD - PITTSBURGH,2012,12,1
25TH WARD - PITTSBURGH,2013,1,1
25TH WARD - PITTSBURGH,2013,2,0
25TH WARD - PITTSBURGH,2013,3,0
25TH WARD - PITTSBURGH,2013,4,1
25TH WARD - PITTSBURGH,2013,5,2
25TH WARD - PITTSBURGH,2013,6,1
25TH WARD - PITTSBURGH,2013,7,1
25TH WARD - PITTSBURGH,2013,8,0
25TH WARD - PITTSBURGH,2013,9,1
25TH WARD - PITTSBURGH,2013,10,2
25TH WARD - PITTSBURGH,2013,11,2
25TH WARD - PITTSBURGH,2013,12,2
25TH WARD - PITTSBURGH,2014,1,0
25TH WARD - PITTSBURGH,2014,2,0
25TH WARD - PITTSBURGH,2014,3,2
25TH WARD - PITTSBURGH,2014,4,1
25TH WARD - PITTSBURGH,2014,5,1
25TH WARD - PITTSBURGH,2014,6,1
25TH WARD - PITTSBURGH,2014,7,0
25TH WARD - PITTSBURGH,2014,8,1
25TH WARD - PITTSBURGH,2014,9,1
25TH WARD - PITTSBURGH,2014,10,1
25TH WARD - PITTSBURGH,2014,11,0
25TH WARD - PITTSBURGH,2014,12,0
25TH WARD - PITTSBURGH,2015,1,2
25TH WARD - PITTSBURGH,2015,2,0
25TH WARD - PITTSBURGH,2015,3,1
25TH WARD - PITTSBURGH,2015,4,1
25TH WARD - PITTSBURGH,2015,5,0
25TH WARD - PITTSBURGH,2015,6,0
25TH WARD - PITTSBURGH,2015,7,1
25TH WARD - PITTSBURGH,2015,8,1
25TH WARD - PITTSBURGH,2015,9,0
25TH WARD - PITTSBURGH,2015,10,1
25TH WARD - PITTSBURGH,2015,11,0
25TH WARD - PITTSBURGH,2015,12,0
25TH WARD - PITTSBURGH,2016,1,0
25TH WARD - PITTSBURGH,2016,2,0
25TH WARD - PITTSBURGH,2016,3,1
25TH WARD - PITTSBURGH,2016,4,0
25TH WARD - PITTSBURGH,2016,5,3
25TH WARD - PITTSBURGH,2016,6,3
25TH WARD - PITTSBURGH,2016,7,1
25TH WARD - PITTSBURGH,2016,8,1
25TH WARD - PITTSBURGH,2016,9,0
25TH WARD - PITTSBURGH,2016,10,0
25TH WARD - PITTSBURGH,2016,11,2
25TH WARD - PITTSBURGH,2016,12,0
25TH WARD - PITTSBURGH,2017,1,1
25TH WARD - PITTSBURGH,2017,2,3
25TH WARD - PITTSBURGH,2017,3,0
25TH WARD - PITTSBURGH,2017,4,0
25TH WARD - PITTSBURGH,2017,5,2
25TH WARD - PITTSBURGH,2017,6,3
25TH WARD - PITTSBURGH,2017,7,3
25TH WARD - PITTSBURGH,2017,8,0
25TH WARD - PITTSBURGH,2017,9,1
25TH WARD - PITTSBURGH,2017,10,1
25TH WARD - PITTSBURGH,2017,11,1
25TH WARD - PITTSBURGH,2017,12,1
25TH WARD - PITTSBURGH,2018,1,0
25TH WARD - PITTSBURGH,2018,2,2
25TH WARD - PITTSBURGH,2018,3,0
25TH WARD - PITTSBURGH,2018,4,0
25TH WARD - PITTSBURGH,2018,5,1
25TH WARD - PITTSBURGH,2018,6,3
25TH WARD - PITTSBURGH,2018,7,5
25TH WARD - PITTSBURGH,2018,8,4
25TH WARD - PITTSBURGH,2018,9,0
25TH WARD - PITTSBURGH,2018,10,2
25TH WARD - PITTSBURGH,2018,11,0
25TH WARD - PITTSBURGH,2018,12,2
25TH WARD - PITTSBURGH,2019,1,0
25TH WARD - PITTSBURGH,2019,2,2
25TH WARD - PITTSBURGH,2019,3,1
25TH WARD - PITTSBURGH,2019,4,0
25TH WARD - PITTSBURGH,2019,5,1
25TH WARD - PITTSBURGH,2019,6,0
25TH WARD - PITTSBURGH,2019,7,2
25TH WARD - PITTSBURGH,2019,8,0
25TH WARD - PITTSBURGH,2019,9,1
25TH WARD - PITTSBURGH,2019,10,2
25TH WARD - PITTSBURGH,2019,11,0
25TH WARD - PITTSBURGH,2019,12,0
25TH WARD - PITTSBURGH,2020,1,0
25TH WARD - PITTSBURGH,2020,2,1
25TH WARD - PITTSBURGH,2020,3,0
25TH WARD - PITTSBURGH,2020,4,0
25TH WARD - PITTSBURGH,2020,5,1
25TH WARD - PITTSBURGH,2020,6,1
25TH WARD - PITTSBURGH,2020,7,3
25TH WARD - PITTSBURGH,2020,8,0
25TH WARD - PITTSBURGH,2020,9,2
25TH WARD - PITTSBURGH,2020,10,2
25TH WARD - PITTSBURGH,2020,11,0
25TH WARD - PITTSBURGH,2020,12,0
25TH WARD - PITTSBURGH,2021,1,0
25TH WARD - PITTSBURGH,2021,2,2
25TH WARD - PITTSBURGH,2021,3,1
25TH WARD - PITTSBURGH,2021,4,0
25TH WARD - PITTSBURGH,2021,5,5
25TH WARD - PITTSBURGH,2021,6,2
25TH WARD - PITTSBURGH,2021,7,2
25TH WARD - PITTSBURGH,2021,8,0
25TH WARD - PITTSBURGH,2021,9,2
25TH WARD - PITTSBURGH,2021,10,1
25TH WARD - PITTSBURGH,2021,11,1
25TH WARD - PITTSBURGH,2021,12,2
25TH WARD - PITTSBURGH,2022,1,1
25TH WARD - PITTSBURGH,2022,2,6
25TH WARD - PITTSBURGH,2022,3,1
25TH WARD - PITTSBURGH,2022,4,3
25TH WARD - PITTSBURGH,2022,5,4
25TH WARD - PITTSBURGH,2022,6,2
25TH WARD - PITTSBURGH,2022,7,1
25TH WARD - PITTSBURGH,2022,8,2
25TH WARD - PITTSBURGH,2022,9,5
25TH WARD - PITTSBURGH,2022,10,1
25TH WARD - PITTSBURGH,2022,11,1
25TH WARD - PITTSBURGH,2022,12,1
25TH WARD - PITTSBURGH,2023,1,0
25TH WARD - PITTSBURGH,2023,2,2
25TH WARD - PITTSBURGH,2023,3,3
25TH WARD - PITTSBURGH,2023,4,1
25TH WARD - PITTSBURGH,2023,5,1
25TH WARD - PITTSBURGH,2023,6,7
25TH WARD - PITTSBURGH,2023,7,5
25TH WARD - PITTSBURGH,2023,8,0
25TH WARD - PITTSBURGH,2023,9,3
25TH WARD - PITTSBURGH,2023,10,2
25TH WARD - PITTSBURGH,2023,11,0
25TH WARD - PITTSBURGH,2023,12,1
25TH WARD - PITTSBURGH,2024,1,0
25TH WARD - PITTSBURGH,2024,2,1
25TH WARD - PITTSBURGH,2024,3,1
25TH WARD - PITTSBURGH,2024,4,0
25TH WARD - PITTSBURGH,2024,5,1
25TH WARD - PITTSBURGH,2024,6,2
25TH WARD - PITTSBURGH,2024,7,2
25TH WARD - PITTSBURGH,2024,8,0
25TH WARD - PITTSBURGH,2024,9,2
25TH WARD - PITTSBURGH,2024,10,2
25TH WARD - PITTSBURGH,2024,11,3
25TH WARD - PITTSBURGH,2024,12,1
25TH WARD - PITTSBURGH,2025,1,0
25TH WARD - PITTSBURGH,2025,2,1
25TH WARD - PITTSBURGH,2025,3,2
25TH WARD - PITTSBURGH,2025,4,9
25TH WARD - PITTSBURGH,2025,5,4
25TH WARD - PITTSBURGH,2025,6,0
25TH WARD - PITTSBURGH,2025,7,0
25TH WARD - PITTSBURGH,2025,8,0
25TH WARD - PITTSBURGH,2025,9,0
25TH WARD - PITTSBURGH,2025,10,0
25TH WARD - PITTSBURGH,2025,11,0
25TH WARD - PITTSBURGH,2025,12,0
26TH WARD - PITTSBURGH,2012,1,5
26TH WARD - PITTSBURGH,2012,2,3
26TH WARD - PITTSBURGH,2012,3,6
26TH WARD - PITTSBURGH,2012,4,5
26TH WARD - PITTSBURGH,2012,5,6
26TH WARD - PITTSBURGH,2012,6,11
26TH WARD - PITTSBURGH,2012,7,7
26TH WARD - PITTSBURGH,2012,8,9
26TH WARD - PITTSBURGH,2012,9,11
26TH WARD - PITTSBURGH,2012,10,3
26TH WARD - PITTSBURGH,2012,11,2
26TH WARD - PITTSBURGH,2012,12,5
26TH WARD - PITTSBURGH,2013,1,2
26TH WARD - PITTSBURGH,2013,2,1
26TH WARD - PITTSBURGH,2013,3,2
26TH WARD - PITTSBURGH,2013,4,5
26TH WARD - PITTSBURGH,2013,5,4
26TH WARD - PITTSBURGH,2013,6,5
26TH WARD - PITTSBURGH,2013,7,5
26TH WARD - PITTSBURGH,2013,8,8
26TH WARD - PITTSBURGH,2013,9,3
26TH WARD - PITTSBURGH,2013,10,2
26TH WARD - PITTSBURGH,2013,11,4
26TH WARD - PITTSBURGH,2013,12,5
26TH WARD - PITTSBURGH,2014,1,1
26TH WARD - PITTSBURGH,2014,2,4
26TH WARD - PITTSBURGH,2014,3,2
26TH WARD - PITTSBURGH,2014,4,5
26TH WARD - PITTSBURGH,2014,5,3
26TH WARD - PITTSBURGH,2014,6,1
26TH WARD - PITTSBURGH,2014,7,2
26TH WARD - PITTSBURGH,2014,8,4
26TH WARD - PITTSBURGH,2014,9,0
26TH WARD - PITTSBURGH,2014,10,1
26TH WARD - PITTSBURGH,2014,11,2
26TH WARD - PITTSBURGH,2014,12,0
26TH WARD - PITTSBURGH,2015,1,1
26TH WARD - PITTSBURGH,2015,2,2
26TH WARD - PITTSBURGH,2015,3,0
26TH WARD - PITTSBURGH,2015,4,2
26TH WARD - PITTSBURGH,2015,5,1
26TH WARD - PITTSBURGH,2015,6,3
26TH WARD - PITTSBURGH,2015,7,4
26TH WARD - PITTSBURGH,2015,8,1
26TH WARD - PITTSBURGH,2015,9,5
26TH WARD - PITTSBURGH,2015,10,4
26TH WARD - PITTSBURGH,2015,11,4
26TH WARD - PITTSBURGH,2015,12,0
26TH WARD - PITTSBURGH,2016,1,2
26TH WARD - PITTSBURGH,2016,2,0
26TH WARD - PITTSBURGH,2016,3,2
26TH WARD - PITTSBURGH,2016,4,2
26TH WARD - PITTSBURGH,2016,5,6
26TH WARD - PITTSBURGH,2016,6,8
26TH WARD - PITTSBURGH,2016,7,3
26TH WARD - PITTSBURGH,2016,8,4
26TH WARD - PITTSBURGH,2016,9,2
26TH WARD - PITTSBURGH,2016,10,1
26TH WARD - PITTSBURGH,2016,11,3
26TH WARD - PITTSBURGH,2016,12,0
26TH WARD - PITTSBURGH,2017,1,4
26TH WARD - PITTSBURGH,2017,2,2
26TH WARD - PITTSBURGH,2017,3,2
26TH WARD - PITTSBURGH,2017,4,1
26TH WARD - PITTSBURGH,2017,5,6
26TH WARD - PITTSBURGH,2017,6,7
26TH WARD - PITTSBURGH,2017,7,4
26TH WARD - PITTSBURGH,2017,8,1
26TH WARD - PITTSBURGH,2017,9,1
26TH WARD - PITTSBURGH,2017,10,5
26TH WARD - PITTSBURGH,2017,11,4
26TH WARD - PITTSBURGH,2017,12,8
26TH WARD - PITTSBURGH,2018,1,1
26TH WARD - PITTSBURGH,2018,2,2
26TH WARD - PITTSBURGH,2018,3,1
26TH WARD - PITTSBURGH,2018,4,3
26TH WARD - PITTSBURGH,2018,5,4
26TH WARD - PITTSBURGH,2018,6,5
26TH WARD - PITTSBURGH,2018,7,9
26TH WARD - PITTSBURGH,2018,8,6
26TH WARD - PITTSBURGH,2018,9,4
26TH WARD - PITTSBURGH,2018,10,1
26TH WARD - PITTSBURGH,2018,11,1
26TH WARD - PITTSBURGH,2018,12,1
26TH WARD - PITTSBURGH,2019,1,1
26TH WARD - PITTSBURGH,2019,2,3
26TH WARD - PITTSBURGH,2019,3,2
26TH WARD - PITTSBURGH,2019,4,1
26TH WARD - PITTSBURGH,2019,5,1
26TH WARD - PITTSBURGH,2019,6,3
26TH WARD - PITTSBURGH,2019,7,5
26TH WARD - PITTSBURGH,2019,8,0
26TH WARD - PITTSBURGH,2019,9,1
26TH WARD - PITTSBURGH,2019,10,1
26TH WARD - PITTSBURGH,2019,11,1
26TH WARD - PITTSBURGH,2019,12,2
26TH WARD - PITTSBURGH,2020,1,5
26TH WARD - PITTSBURGH,2020,2,2
26TH WARD - PITTSBURGH,2020,3,3
26TH WARD - PITTSBURGH,2020,4,0
26TH WARD - PITTSBURGH,2020,5,0
26TH WARD - PITTSBURGH,2020,6,0
26TH WARD - PITTSBURGH,2020,7,5
26TH WARD - PITTSBURGH,2020,8,4
26TH WARD - PITTSBURGH,2020,9,3
26TH WARD - PITTSBURGH,2020,10,4
26TH WARD - PITTSBURGH,2020,11,5
26TH WARD - PITTSBURGH,2020,12,3
26TH WARD - PITTSBURGH,2021,1,1
26TH WARD - PITTSBURGH,2021,2,2
26TH WARD - PITTSBURGH,2021,3,4
26TH WARD - PITTSBURGH,2021,4,4
26TH WARD - PITTSBURGH,2021,5,3
26TH WARD - PITTSBURGH,2021,6,7
26TH WARD - PITTSBURGH,2021,7,6
26TH WARD - PITTSBURGH,2021,8,3
26TH WARD - PITTSBURGH,2021,9,5
26TH WARD - PITTSBURGH,2021,10,3
26TH WARD - PITTSBURGH,2021,11,2
26TH WARD - PITTSBURGH,2021,12,7
26TH WARD - PITTSBURGH,2022,1,1
26TH WARD - PITTSBURGH,2022,2,5
26TH WARD - PITTSBURGH,2022,3,6
26TH WARD - PITTSBURGH,2022,4,4
26TH WARD - PITTSBURGH,2022,5,1
26TH WARD - PITTSBURGH,2022,6,5
26TH WARD - PITTSBURGH,2022,7,6
26TH WARD - PITTSBURGH,2022,8,9
26TH WARD - PITTSBURGH,2022,9,5
26TH WARD - PITTSBURGH,2022,10,4
26TH WARD - PITTSBURGH,2022,11,3
26TH WARD - PITTSBURGH,2022,12,5
26TH WARD - PITTSBURGH,2023,1,5
26TH WARD - PITTSBURGH,2023,2,4
26TH WARD - PITTSBURGH,2023,3,2
26TH WARD - PITTSBURGH,2023,4,11
26TH WARD - PITTSBURGH,2023,5,9
26TH WARD - PITTSBURGH,2023,6,7
26TH WARD - PITTSBURGH,2023,7,1
26TH WARD - PITTSBURGH,2023,8,5
26TH WARD - PITTSBURGH,2023,9,3
26TH WARD - PITTSBURGH,2023,10,7
26TH WARD - PITTSBURGH,2023,11,2
26TH WARD - PITTSBURGH,2023,12,2
26TH WARD - PITTSBURGH,2024,1,4
26TH WARD - PITTSBURGH,2024,2,1
26TH WARD - PITTSBURGH,2024,3,3
26TH WARD - PITTSBURGH,2024,4,5
26TH WARD - PITTSBURGH,2024,5,4
26TH WARD - PITTSBURGH,2024,6,12
26TH WARD - PITTSBURGH,2024,7,3
26TH WARD - PITTSBURGH,2024,8,8
26TH WARD - PITTSBURGH,2024,9,5
26TH WARD - PITTSBURGH,2024,10,4
26TH WARD - PITTSBURGH,2024,11,7
26TH WARD - PITTSBURGH,2024,12,1
26TH WARD - PITTSBURGH,2025,1,1
26TH WARD - PITTSBURGH,2025,2,4
26TH WARD - PITTSBURGH,2025,3,5
26TH WARD - PITTSBURGH,2025,4,10
26TH WARD - PITTSBURGH,2025,5,10
26TH WARD - PITTSBURGH,2025,6,0
26TH WARD - PITTSBURGH,2025,7,0
26TH WARD - PITTSBURGH,2025,8,0
26TH WARD - PITTSBURGH,2025,9,0
26TH WARD - PITTSBURGH,2025,10,0
26TH WARD - PITTSBURGH,2025,11,0
26TH WARD - PITTSBURGH,2025,12,0
27TH WARD - PITTSBURGH,2012,1,12
27TH WARD - PITTSBURGH,2012,2,8
27TH WARD - PITTSBURGH,2012,3,7
27TH WARD - PITTSBURGH,2012,4,8
27TH WARD - PITTSBURGH,2012,5,9
27TH WARD - PITTSBURGH,2012,6,16
27TH WARD - PITTSBURGH,2012,7,13
27TH WARD - PITTSBURGH,2012,8,17
27TH WARD - PITTSBURGH,2012,9,12
27TH WARD - PITTSBURGH,2012,10,4
27TH WARD - PITTSBURGH,2012,11,5
27TH WARD - PITTSBURGH,2012,12,0
27TH WARD - PITTSBURGH,2013,1,1
27TH WARD - PITTSBURGH,2013,2,8
27TH WARD - PITTSBURGH,2013,3,0
27TH WARD - PITTSBURGH,2013,4,6
27TH WARD - PITTSBURGH,2013,5,3
27TH WARD - PITTSBURGH,2013,6,3
27TH WARD - PITTSBURGH,2013,7,6
27TH WARD - PITTSBURGH,2013,8,5
27TH WARD - PITTSBURGH,2013,9,4
27TH WARD - PITTSBURGH,2013,10,3
27TH WARD - PITTSBURGH,2013,11,7
27TH WARD - PITTSBURGH,2013,12,10
27TH WARD - PITTSBURGH,2014,1,0
27TH WARD - PITTSBURGH,2014,2,2
27TH WARD - PITTSBURGH,2014,3,2
27TH WARD - PITTSBURGH,2014,4,3
27TH WARD - PITTSBURGH,2014,5,1
27TH WARD - PITTSBURGH,2014,6,0
27TH WARD - PITTSBURGH,2014,7,3
27TH WARD - PITTSBURGH,2014,8,4
27TH WARD - PITTSBURGH,2014,9,2
27TH WARD - PITTSBURGH,2014,10,1
27TH WARD - PITTSBURGH,2014,11,0
27TH WARD - PITTSBURGH,2014,12,0
27TH WARD - PITTSBURGH,2015,1,4
27TH WARD - PITTSBURGH,2015,2,2
27TH WARD - PITTSBURGH,2015,3,1
27TH WARD - PITTSBURGH,2015,4,6
27TH WARD - PITTSBURGH,2015,5,7
27TH WARD - PITTSBURGH,2015,6,1
27TH WARD - PITTSBURGH,2015,7,2
27TH WARD - PITTSBURGH,2015,8,4
27TH WARD - PITTSBURGH,2015,9,5
27TH WARD - PITTSBURGH,2015,10,0
27TH WARD - PITTSBURGH,2015,11,2
27TH WARD - PITTSBURGH,2015,12,3
27TH WARD - PITTSBURGH,2016,1,1
27TH WARD - PITTSBURGH,2016,2,2
27TH WARD - PITTSBURGH,2016,3,5
27TH WARD - PITTSBURGH,2016,4,3
27TH WARD - PITTSBURGH,2016,5,6
27TH WARD - PITTSBURGH,2016,6,3
27TH WARD - PITTSBURGH,2016,7,5
27TH WARD - PITTSBURGH,2016,8,3
27TH WARD - PITTSBURGH,2016,9,2
27TH WARD - PITTSBURGH,2016,10,6
27TH WARD - PITTSBURGH,2016,11,5
27TH WARD - PITTSBURGH,2016,12,3
27TH WARD - PITTSBURGH,2017,1,2
27TH WARD - PITTSBURGH,2017,2,1
27TH WARD - PITTSBURGH,2017,3,6
27TH WARD - PITTSBURGH,2017,4,15
27TH WARD - PITTSBURGH,2017,5,2
27TH WARD - PITTSBURGH,2017,6,3
27TH WARD - PITTSBURGH,2017,7,5
27TH WARD - PITTSBURGH,2017,8,1
27TH WARD - PITTSBURGH,2017,9,3
27TH WARD - PITTSBURGH,2017,10,4
27TH WARD - PITTSBURGH,2017,11,3
27TH WARD - PITTSBURGH,2017,12,2
27TH WARD - PITTSBURGH,2018,1,6
27TH WARD - PITTSBURGH,2018,2,2
27TH WARD - PITTSBURGH,2018,3,4
27TH WARD - PITTSBURGH,2018,4,3
27TH WARD - PITTSBURGH,2018,5,5
27TH WARD - PITTSBURGH,2018,6,4
27TH WARD - PITTSBURGH,2018,7,9
27TH WARD - PITTSBURGH,2018,8,7
27TH WARD - PITTSBURGH,2018,9,3
27TH WARD - PITTSBURGH,2018,10,2
27TH WARD - PITTSBURGH,2018,11,2
27TH WARD - PITTSBURGH,2018,12,2
27TH WARD - PITTSBURGH,2019,1,1
27TH WARD - PITTSBURGH,2019,2,5
27TH WARD - PITTSBURGH,2019,3,1
27TH WARD - PITTSBURGH,2019,4,3
27TH WARD - PITTSBURGH,2019,5,1
27TH WARD - PITTSBURGH,2019,6,5
27TH WARD - PITTSBURGH,2019,7,3
27TH WARD - PITTSBURGH,2019,8,3
27TH WARD - PITTSBURGH,2019,9,9
27TH WARD - PITTSBURGH,2019,10,0
27TH WARD - PITTSBURGH,2019,11,6
27TH WARD - PITTSBURGH,2019,12,6
27TH WARD - PITTSBURGH,2020,1,1
27TH WARD - PITTSBURGH,2020,2,2
27TH WARD - PITTSBURGH,2020,3,3
27TH WARD - PITTSBURGH,2020,4,2
27TH WARD - PITTSBURGH,2020,5,0
27TH WARD - PITTSBURGH,2020,6,4
27TH WARD - PITTSBURGH,2020,7,4
27TH WARD - PITTSBURGH,2020,8,5
27TH WARD - PITTSBURGH,2020,9,7
27TH WARD - PITTSBURGH,2020,10,5
27TH WARD - PITTSBURGH,2020,11,7
27TH WARD - PITTSBURGH,2020,12,7
27TH WARD - PITTSBURGH,2021,1,2
27TH WARD - PITTSBURGH,2021,2,5
27TH WARD - PITTSBURGH,2021,3,3
27TH WARD - PITTSBURGH,2021,4,4
27TH WARD - PITTSBURGH,2021,5,4
27TH WARD - PITTSBURGH,2021,6,6
27TH WARD - PITTSBURGH,2021,7,2
27TH WARD - PITTSBURGH,2021,8,10
27TH WARD - PITTSBURGH,2021,9,5
27TH WARD - PITTSBURGH,2021,10,6
27TH WARD - PITTSBURGH,2021,11,2
27TH WARD - PITTSBURGH,2021,12,7
27TH WARD - PITTSBURGH,2022,1,4
27TH WARD - PITTSBURGH,2022,2,8
27TH WARD - PITTSBURGH,2022,3,13
27TH WARD - PITTSBURGH,2022,4,3
27TH WARD - PITTSBURGH,2022,5,8
27TH WARD - PITTSBURGH,2022,6,10
27TH WARD - PITTSBURGH,2022,7,11
27TH WARD - PITTSBURGH,2022,8,4
27TH WARD - PITTSBURGH,2022,9,7
27TH WARD - PITTSBURGH,2022,10,9
27TH WARD - PITTSBURGH,2022,11,9
27TH WARD - PITTSBURGH,2022,12,6
27TH WARD - PITTSBURGH,2023,1,6
27TH WARD - PITTSBURGH,2023,2,9
27TH WARD - PITTSBURGH,2023,3,8
27TH WARD - PITTSBURGH,2023,4,6
27TH WARD - PITTSBURGH,2023,5,9
27TH WARD - PITTSBURGH,2023,6,6
27TH WARD - PITTSBURGH,2023,7,10
27TH WARD - PITTSBURGH,2023,8,9
27TH WARD - PITTSBURGH,2023,9,10
27TH WARD - PITTSBURGH,2023,10,7
27TH WARD - PITTSBURGH,2023,11,4
27TH WARD - PITTSBURGH,2023,12,6
27TH WARD - PITTSBURGH,2024,1,3
27TH WARD - PITTSBURGH,2024,2,4
27TH WARD - PITTSBURGH,2024,3,12
27TH WARD - PITTSBURGH,2024,4,5
27TH WARD - PITTSBURGH,2024,5,8
27TH WARD - PITTSBURGH,2024,6,10
27TH WARD - PITTSBURGH,2024,7,5
27TH WARD - PITTSBURGH,2024,8,4
27TH WARD - PITTSBURGH,2024,9,3
27TH WARD - PITTSBURGH,2024,10,5
27TH WARD - PITTSBURGH,2024,11,3
27TH WARD - PITTSBURGH,2024,12,7
27TH WARD - PITTSBURGH,2025,1,3
27TH WARD - PITTSBURGH,2025,2,6
27TH WARD - PITTSBURGH,2025,3,2
27TH WARD - PITTSBURGH,2025,4,14
27TH WARD - PITTSBURGH,2025,5,9
27TH WARD - PITTSBURGH,2025,6,0
27TH WARD - PITTSBURGH,2025,7,0
27TH WARD - PITTSBURGH,2025,8,0
27TH WARD - PITTSBURGH,2025,9,0
27TH WARD - PITTSBURGH,2025,10,0
27TH WARD - PITTSBURGH,2025,11,0
27TH WARD - PITTSBURGH,2025,12,0
28TH WARD - PITTSBURGH,2012,1,5
28TH WARD - PITTSBURGH,2012,2,7
28TH WARD - PITTSBURGH,2012,3,5
28TH WARD - PITTSBURGH,2012,4,3
28TH WARD - PITTSBURGH,2012,5,8
28TH WARD - PITTSBURGH,2012,6,6
28TH WARD - PITTSBURGH,2012,7,5
28TH WARD - PITTSBURGH,2012,8,8
28TH WARD - PITTSBURGH,2012,9,8
28TH WARD - PITTSBURGH,2012,10,6
28TH WARD - PITTSBURGH,2012,11,5
28TH WARD - PITTSBURGH,2012,12,4
28TH WARD - PITTSBURGH,2013,1,1
28TH WARD - PITTSBURGH,2013,2,3
28TH WARD - PITTSBURGH,2013,3,5
28TH WARD - PITTSBURGH,2013,4,1
28TH WARD - PITTSBURGH,2013,5,1
28TH WARD - PITTSBURGH,2013,6,3
28TH WARD - PITTSBURGH,2013,7,4
28TH WARD - PITTSBURGH,2013,8,5
28TH WARD - PITTSBURGH,2013,9,3
28TH WARD - PITTSBURGH,2013,10,3
28TH WARD - PITTSBURGH,2013,11,3
28TH WARD - PITTSBURGH,2013,12,6
28TH WARD - PITTSBURGH,2014,1,0
28TH WARD - PITTSBURGH,2014,2,0
28TH WARD - PITTSBURGH,2014,3,2
28TH WARD - PITTSBURGH,2014,4,2
28TH WARD - PITTSBURGH,2014,5,1
28TH WARD - PITTSBURGH,2014,6,2
28TH WARD - PITTSBURGH,2014,7,1
28TH WARD - PITTSBURGH,2014,8,2
28TH WARD - PITTSBURGH,2014,9,3
28TH WARD - PITTSBURGH,2014,10,0
28TH WARD - PITTSBURGH,2014,11,0
28TH WARD - PITTSBURGH,2014,12,1
28TH WARD - PITTSBURGH,2015,1,2
28TH WARD - PITTSBURGH,2015,2,3
28TH WARD - PITTSBURGH,2015,3,4
28TH WARD - PITTSBURGH,2015,4,2
28TH WARD - PITTSBURGH,2015,5,0
28TH WARD - PITTSBURGH,2015,6,2
28TH WARD - PITTSBURGH,2015,7,1
28TH WARD - PITTSBURGH,2015,8,3
28TH WARD - PITTSBURGH,2015,9,2
28TH WARD - PITTSBURGH,2015,10,6
28TH WARD - PITTSBURGH,2015,11,2
28TH WARD - PITTSBURGH,2015,12,1
28TH WARD - PITTSBURGH,2016,1,0
28TH WARD - PITTSBURGH,2016,2,1
28TH WARD - PITTSBURGH,2016,3,4
28TH WARD - PITTSBURGH,2016,4,5
28TH WARD - PITTSBURGH,2016,5,2
28TH WARD - PITTSBURGH,2016,6,5
28TH WARD - PITTSBURGH,2016,7,1
28TH WARD - PITTSBURGH,2016,8,4
28TH WARD - PITTSBURGH,2016,9,7
28TH WARD - PITTSBURGH,2016,10,3
28TH WARD - PITTSBURGH,2016,11,1
28TH WARD - PITTSBURGH,2016,12,1
28TH WARD - PITTSBURGH,2017,1,3
28TH WARD - PITTSBURGH,2017,2,4
28TH WARD - PITTSBURGH,2017,3,3
28TH WARD - PITTSBURGH,2017,4,5
28TH WARD - PITTSBURGH,2017,5,2
28TH WARD - PITTSBURGH,2017,6,3
28TH WARD - PITTSBURGH,2017,7,2
28TH WARD - PITTSBURGH,2017,8,5
28TH WARD - PITTSBURGH,2017,9,2
28TH WARD - PITTSBURGH,2017,10,5
28TH WARD - PITTSBURGH,2017,11,0
28TH WARD - PITTSBURGH,2017,12,5
28TH WARD - PITTSBURGH,2018,1,3
28TH WARD - PITTSBURGH,2018,2,4
28TH WARD - PITTSBURGH,2018,3,2
28TH WARD - PITTSBURGH,2018,4,5
28TH WARD - PITTSBURGH,2018,5,4
28TH WARD - PITTSBURGH,2018,6,12
28TH WARD - PITTSBURGH,2018,7,6
28TH WARD - PITTSBURGH,2018,8,5
28TH WARD - PITTSBURGH,2018,9,4
28TH WARD - PITTSBURGH,2018,10,3
28TH WARD - PITTSBURGH,2018,11,2
28TH WARD - PITTSBURGH,2018,12,0
28TH WARD - PITTSBURGH,2019,1,1
28TH WARD - PITTSBURGH,2019,2,2
28TH WARD - PITTSBURGH,2019,3,3
28TH WARD - PITTSBURGH,2019,4,5
