USEDESC,MUNIDESC,SALE_YEAR,SALE_MONTH,avg_ppsf,median_ppsf,sale_count
SINGLE FAMILY,CORAOPOLIS,2024,12,139.58841337143684,151.14559712774,4
SINGLE FAMILY,CORAOPOLIS,2025,1,151.70638438590566,160.59027777777777,3
SINGLE FAMILY,CORAOPOLIS,2025,2,141.35216116282035,141.35216116282035,2
SINGLE FAMILY,CORAOPOLIS,2025,3,136.96096740120635,154.59363957597174,5
SINGLE FAMILY,CORAOPOLIS,2025,4,154.43900364047656,149.7548765111622,6
SINGLE FAMILY,CRAFTON,2012,1,68.04113383597078,73.06039371256762,4
SINGLE FAMILY,CRAFTON,2012,2,67.3928890496407,72.40316901408451,3
SINGLE FAMILY,CRAFTON,2012,3,48.24221797472305,48.24221797472305,2
SINGLE FAMILY,CRAFTON,2012,4,73.58804304725247,73.58804304725247,2
SINGLE FAMILY,CRAFTON,2012,5,43.684647116797635,42.548186587591246,6
SINGLE FAMILY,CRAFTON,2012,6,83.74068078601304,75.67917205692109,7
SINGLE FAMILY,CRAFTON,2012,7,78.44821566519238,78.0073104013141,6
SINGLE FAMILY,CRAFTON,2012,8,30.6123331258214,30.6123331258214,2
SINGLE FAMILY,CRAFTON,2012,9,68.92779652255948,72.52016306195819,4
SINGLE FAMILY,CRAFTON,2012,10,44.63544142330127,46.20492202729045,6
SINGLE FAMILY,CRAFTON,2012,11,80.02406738868832,80.02406738868832,1
SINGLE FAMILY,CRAFTON,2012,12,53.686471009305656,53.686471009305656,1
SINGLE FAMILY,CRAFTON,2013,1,65.36964980544747,65.36964980544747,1
SINGLE FAMILY,CRAFTON,2013,2,52.65639735932097,52.65639735932097,1
SINGLE FAMILY,CRAFTON,2013,3,77.70968023660652,77.70968023660652,2
SINGLE FAMILY,CRAFTON,2013,4,71.00033439772834,70.54337464251668,3
SINGLE FAMILY,CRAFTON,2013,5,58.564564482177666,57.873276108204294,6
SINGLE FAMILY,CRAFTON,2013,6,77.5,77.5,1
SINGLE FAMILY,CRAFTON,2013,7,93.1044046934973,93.1044046934973,2
SINGLE FAMILY,CRAFTON,2013,8,77.88309339415731,74.66032608695652,3
SINGLE FAMILY,CRAFTON,2013,10,86.18109550693482,81.56028368794327,3
SINGLE FAMILY,CRAFTON,2013,12,82.87554541956824,78.63923310731822,4
SINGLE FAMILY,CRAFTON,2014,2,69.44444444444444,69.44444444444444,1
SINGLE FAMILY,CRAFTON,2014,3,87.8333604767796,96.85230024213077,3
SINGLE FAMILY,CRAFTON,2014,5,46.22496147919877,46.22496147919877,1
SINGLE FAMILY,CRAFTON,2014,6,97.37631184407796,97.37631184407796,1
SINGLE FAMILY,CRAFTON,2014,7,50.11805463612693,50.11805463612693,2
SINGLE FAMILY,CRAFTON,2014,8,74.60155985079687,74.60155985079687,1
SINGLE FAMILY,CRAFTON,2014,9,72.50721464822371,72.50721464822371,2
SINGLE FAMILY,CRAFTON,2014,11,90.03496503496504,90.03496503496504,1
SINGLE FAMILY,CRAFTON,2015,4,73.0319803198032,73.0319803198032,2
SINGLE FAMILY,CRAFTON,2015,6,80.67473414008067,80.67473414008067,1
SINGLE FAMILY,CRAFTON,2015,7,82.50311332503114,82.50311332503114,1
SINGLE FAMILY,CRAFTON,2015,10,68.8715953307393,68.8715953307393,1
SINGLE FAMILY,CRAFTON,2015,12,72.1947194719472,72.1947194719472,1
SINGLE FAMILY,CRAFTON,2016,2,102.12418300653594,102.12418300653594,1
SINGLE FAMILY,CRAFTON,2016,3,82.05692440831263,69.52491309385863,3
SINGLE FAMILY,CRAFTON,2016,4,95.00526085050416,95.00526085050416,2
SINGLE FAMILY,CRAFTON,2016,5,76.49296413083081,76.52718948601206,4
SINGLE FAMILY,CRAFTON,2016,6,89.88015978695073,89.88015978695073,1
SINGLE FAMILY,CRAFTON,2016,7,113.26860841423948,113.26860841423948,1
SINGLE FAMILY,CRAFTON,2016,8,54.40824490338147,50.05213764337852,3
SINGLE FAMILY,CRAFTON,2016,9,101.0698198198198,101.0698198198198,1
SINGLE FAMILY,CRAFTON,2016,11,92.61811904895065,91.0997357992074,3
SINGLE FAMILY,CRAFTON,2016,12,83.03030303030303,83.03030303030303,1
SINGLE FAMILY,CRAFTON,2017,1,74.9513210140501,74.9513210140501,2
SINGLE FAMILY,CRAFTON,2017,3,53.602144103817665,50.92592592592592,3
SINGLE FAMILY,CRAFTON,2017,5,116.03485206457832,116.03485206457832,2
SINGLE FAMILY,CRAFTON,2017,6,94.61013238496719,94.61013238496719,2
SINGLE FAMILY,CRAFTON,2017,7,83.82768713783604,82.59297520661157,3
SINGLE FAMILY,CRAFTON,2017,9,86.64112655554527,86.64112655554527,2
SINGLE FAMILY,CRAFTON,2017,10,84.9725797008599,77.31958762886597,3
SINGLE FAMILY,CRAFTON,2017,11,64.21686746987952,64.21686746987952,1
SINGLE FAMILY,CRAFTON,2017,12,84.4115110170156,84.4115110170156,2
SINGLE FAMILY,CRAFTON,2018,1,103.35169880624426,103.35169880624426,1
SINGLE FAMILY,CRAFTON,2018,3,66.2500388717853,66.2500388717853,2
SINGLE FAMILY,CRAFTON,2018,4,56.75982514217808,56.75982514217808,2
SINGLE FAMILY,CRAFTON,2018,5,126.29982668977468,126.29982668977468,1
SINGLE FAMILY,CRAFTON,2018,6,79.42532062713597,96.00997506234414,5
SINGLE FAMILY,CRAFTON,2018,7,83.63044728720254,87.527352297593,7
SINGLE FAMILY,CRAFTON,2018,9,190.9090909090909,190.9090909090909,1
SINGLE FAMILY,CRAFTON,2018,10,102.52757388894713,102.52757388894713,2
SINGLE FAMILY,CRAFTON,2018,11,118.36709486166006,118.36709486166006,2
SINGLE FAMILY,CRAFTON,2018,12,136.5828125,136.5828125,2
SINGLE FAMILY,CRAFTON,2019,1,56.482519418565936,66.96428571428571,3
SINGLE FAMILY,CRAFTON,2019,4,76.26506024096386,76.26506024096386,1
SINGLE FAMILY,CRAFTON,2019,5,162.2596153846154,162.2596153846154,1
SINGLE FAMILY,CRAFTON,2019,8,71.90779055171758,71.90779055171758,2
SINGLE FAMILY,CRAFTON,2019,9,80.00876323642632,80.00876323642632,2
SINGLE FAMILY,CRAFTON,2019,10,121.6712580348944,121.6712580348944,1
SINGLE FAMILY,CRAFTON,2019,12,64.65155331654073,64.65155331654073,1
SINGLE FAMILY,CRAFTON,2020,1,108.0,108.0,1
SINGLE FAMILY,CRAFTON,2020,2,68.96164887839026,68.96164887839026,2
SINGLE FAMILY,CRAFTON,2020,3,118.20089234550619,121.09375,3
SINGLE FAMILY,CRAFTON,2020,4,97.04127438965338,85.40372670807453,3
SINGLE FAMILY,CRAFTON,2020,5,103.28399640194755,103.28399640194755,2
SINGLE FAMILY,CRAFTON,2020,6,119.07450767162106,118.64003654621503,6
SINGLE FAMILY,CRAFTON,2020,7,90.88788253053383,90.88788253053383,2
SINGLE FAMILY,CRAFTON,2020,8,103.88495786195827,103.88495786195827,2
SINGLE FAMILY,CRAFTON,2020,9,138.45365427502006,141.9429028815368,3
SINGLE FAMILY,CRAFTON,2020,10,85.57741339724998,86.72605140186916,4
SINGLE FAMILY,CRAFTON,2020,11,111.41997264763455,115.82698516120448,6
SINGLE FAMILY,CRAFTON,2020,12,87.60442395070262,87.60442395070262,2
SINGLE FAMILY,CRAFTON,2021,2,125.0,125.0,1
SINGLE FAMILY,CRAFTON,2021,3,132.30015778850765,132.30015778850765,2
SINGLE FAMILY,CRAFTON,2021,4,178.6115119448453,178.6115119448453,2
SINGLE FAMILY,CRAFTON,2021,5,141.80420711974108,141.80420711974108,2
SINGLE FAMILY,CRAFTON,2021,6,129.22417704289964,129.22417704289964,2
SINGLE FAMILY,CRAFTON,2021,7,113.20407339347365,113.20407339347365,2
SINGLE FAMILY,CRAFTON,2021,8,118.76177721645234,122.59608665269042,6
SINGLE FAMILY,CRAFTON,2021,9,126.80340530382239,126.80917445824446,8
SINGLE FAMILY,CRAFTON,2021,10,157.81250832167055,139.0371700166973,4
SINGLE FAMILY,CRAFTON,2021,11,85.14139356106584,85.14139356106584,2
SINGLE FAMILY,CRAFTON,2021,12,67.58465998766928,69.78498679743493,3
SINGLE FAMILY,CRAFTON,2022,1,109.60104398703575,107.08333333333331,5
SINGLE FAMILY,CRAFTON,2022,2,125.98905723905725,125.98905723905725,1
SINGLE FAMILY,CRAFTON,2022,3,129.9063138006259,142.44444444444446,7
SINGLE FAMILY,CRAFTON,2022,4,145.03332505381684,145.03332505381684,2
SINGLE FAMILY,CRAFTON,2022,5,119.90849574456024,121.00456621004568,3
SINGLE FAMILY,CRAFTON,2022,6,111.24202768083171,113.60451316067567,4
SINGLE FAMILY,CRAFTON,2022,7,154.37021681250138,154.37021681250138,2
SINGLE FAMILY,CRAFTON,2022,8,152.08889462958177,145.042194092827,3
SINGLE FAMILY,CRAFTON,2022,9,140.0,140.0,1
SINGLE FAMILY,CRAFTON,2022,10,121.2425886674616,119.83471074380164,5
SINGLE FAMILY,CRAFTON,2022,11,57.71697306541257,57.71697306541257,1
SINGLE FAMILY,CRAFTON,2022,12,121.22501063377288,121.22501063377288,1
SINGLE FAMILY,CRAFTON,2023,1,159.93121238177127,159.93121238177127,1
SINGLE FAMILY,CRAFTON,2023,2,92.55555555555556,92.55555555555556,1
SINGLE FAMILY,CRAFTON,2023,3,101.4565660537181,98.94459102902374,7
SINGLE FAMILY,CRAFTON,2023,4,132.11415250357618,136.59600997506234,5
SINGLE FAMILY,CRAFTON,2023,5,166.48554878502003,167.60561119671289,4
SINGLE FAMILY,CRAFTON,2023,6,146.57983289966958,155.17241379310346,7
SINGLE FAMILY,CRAFTON,2023,7,141.8434587155587,146.0520310360566,5
SINGLE FAMILY,CRAFTON,2023,8,106.21761658031087,106.21761658031087,1
SINGLE FAMILY,CRAFTON,2023,9,130.58506857111033,127.10432486370718,6
SINGLE FAMILY,CRAFTON,2023,10,131.05796984498372,133.09029866432638,4
SINGLE FAMILY,CRAFTON,2023,11,200.0,200.0,1
SINGLE FAMILY,CRAFTON,2023,12,123.54312354312354,123.54312354312354,1
SINGLE FAMILY,CRAFTON,2024,1,124.19726903280383,125.78616352201256,3
SINGLE FAMILY,CRAFTON,2024,2,124.34130391589423,124.34130391589423,2
SINGLE FAMILY,CRAFTON,2024,3,157.93046371845708,157.93046371845708,2
SINGLE FAMILY,CRAFTON,2024,4,119.16770474789463,112.28713587806021,6
SINGLE FAMILY,CRAFTON,2024,5,143.47444715643667,122.31675392670157,3
SINGLE FAMILY,CRAFTON,2024,6,153.26433121019107,153.26433121019107,1
SINGLE FAMILY,CRAFTON,2024,7,133.42447834570484,149.82876712328766,3
SINGLE FAMILY,CRAFTON,2024,8,128.2898081616052,128.2898081616052,2
SINGLE FAMILY,CRAFTON,2024,10,115.51232907547174,101.88583078491337,5
SINGLE FAMILY,CRAFTON,2024,11,114.88614758566143,110.7630979498861,3
SINGLE FAMILY,CRAFTON,2024,12,133.4420514880255,133.4420514880255,2
SINGLE FAMILY,CRAFTON,2025,1,144.2786069651741,144.2786069651741,1
SINGLE FAMILY,CRAFTON,2025,2,149.02816904505755,159.49001331557923,3
SINGLE FAMILY,CRAFTON,2025,3,93.84089943458508,93.84089943458508,2
SINGLE FAMILY,CRAFTON,2025,4,153.4336457298272,153.4336457298272,2
SINGLE FAMILY,CRAFTON,2025,5,118.781817160877,126.54320987654322,5
SINGLE FAMILY,CRESCENT,2012,1,45.84590246354952,45.84590246354952,2
SINGLE FAMILY,CRESCENT,2012,4,50.354254410059205,53.97286821705426,3
SINGLE FAMILY,CRESCENT,2012,6,91.57754010695189,91.57754010695189,1
SINGLE FAMILY,CRESCENT,2012,7,84.46052422024962,84.21052631578948,3
SINGLE FAMILY,CRESCENT,2012,8,56.00139045093135,56.00139045093135,2
SINGLE FAMILY,CRESCENT,2013,1,91.41156462585036,91.41156462585036,1
SINGLE FAMILY,CRESCENT,2013,3,70.43650793650794,70.43650793650794,1
SINGLE FAMILY,CRESCENT,2013,4,104.76446411178664,111.11111111111111,3
SINGLE FAMILY,CRESCENT,2013,5,106.82789432789431,106.82789432789431,2
SINGLE FAMILY,CRESCENT,2013,6,92.90590171006397,97.62128348555582,4
SINGLE FAMILY,CRESCENT,2013,8,99.39353099730458,99.39353099730458,1
SINGLE FAMILY,CRESCENT,2013,9,93.53579683090665,91.58751696065129,3
SINGLE FAMILY,CRESCENT,2013,10,94.57478005865104,94.57478005865104,1
SINGLE FAMILY,CRESCENT,2013,12,97.59523809523809,90.77380952380952,3
SINGLE FAMILY,CRESCENT,2014,3,130.53097345132744,130.53097345132744,1
SINGLE FAMILY,CRESCENT,2014,6,110.07081038552322,110.07081038552322,1
SINGLE FAMILY,CRESCENT,2014,7,144.00681125223016,137.65541740674956,3
SINGLE FAMILY,CRESCENT,2014,8,108.1576535288726,108.1576535288726,1
SINGLE FAMILY,CRESCENT,2014,9,83.61658735554045,83.61658735554045,1
SINGLE FAMILY,CRESCENT,2014,10,74.76667481363704,98.27044025157232,3
SINGLE FAMILY,CRESCENT,2015,3,103.12707917498336,103.12707917498336,1
SINGLE FAMILY,CRESCENT,2015,4,80.80105298088687,80.80105298088687,2
SINGLE FAMILY,CRESCENT,2015,5,135.98710317460316,135.98710317460316,1
SINGLE FAMILY,CRESCENT,2015,6,129.16957202865942,129.16957202865942,2
SINGLE FAMILY,CRESCENT,2015,7,133.6206896551724,133.6206896551724,1
SINGLE FAMILY,CRESCENT,2015,10,128.39264969901785,128.39264969901785,2
SINGLE FAMILY,CRESCENT,2015,12,89.61518186610438,89.61518186610438,1
SINGLE FAMILY,CRESCENT,2016,1,83.82229673093043,83.82229673093043,1
SINGLE FAMILY,CRESCENT,2016,2,65.89147286821705,65.89147286821705,1
SINGLE FAMILY,CRESCENT,2016,3,104.10796042150461,107.7675974403723,4
SINGLE FAMILY,CRESCENT,2016,4,73.89162561576354,73.89162561576354,1
SINGLE FAMILY,CRESCENT,2016,5,107.29166666666669,107.29166666666669,1
SINGLE FAMILY,CRESCENT,2016,6,114.03508771929825,114.03508771929825,1
SINGLE FAMILY,CRESCENT,2016,8,114.91645706072583,114.91645706072583,2
SINGLE FAMILY,CRESCENT,2016,10,84.07738095238095,84.07738095238095,1
SINGLE FAMILY,CRESCENT,2016,11,150.29182879377433,150.29182879377433,1
SINGLE FAMILY,CRESCENT,2017,4,114.21744556555085,109.43087926994697,4
SINGLE FAMILY,CRESCENT,2017,5,121.13766408616628,121.13766408616628,1
SINGLE FAMILY,CRESCENT,2017,6,148.42209072978304,148.42209072978304,1
SINGLE FAMILY,CRESCENT,2017,8,103.48297810454751,93.92265193370166,3
SINGLE FAMILY,CRESCENT,2017,10,136.13861386138615,136.13861386138615,1
SINGLE FAMILY,CRESCENT,2018,1,79.73251028806584,79.73251028806584,1
SINGLE FAMILY,CRESCENT,2018,3,129.16666666666666,129.16666666666666,1
SINGLE FAMILY,CRESCENT,2018,5,133.29065463211805,133.29065463211805,2
SINGLE FAMILY,CRESCENT,2018,6,125.3858024691358,125.3858024691358,1
SINGLE FAMILY,CRESCENT,2018,8,56.6159818828858,56.6159818828858,1
SINGLE FAMILY,CRESCENT,2018,10,103.38345864661656,103.38345864661656,1
SINGLE FAMILY,CRESCENT,2018,11,100.1717229536348,100.1717229536348,1
SINGLE FAMILY,CRESCENT,2018,12,125.75271950271951,125.75271950271951,2
SINGLE FAMILY,CRESCENT,2019,7,127.63371150729336,127.63371150729336,1
SINGLE FAMILY,CRESCENT,2019,9,156.25,156.25,1
SINGLE FAMILY,CRESCENT,2019,10,73.35932423651722,73.35932423651722,1
SINGLE FAMILY,CRESCENT,2019,11,127.6243093922652,127.6243093922652,1
SINGLE FAMILY,CRESCENT,2019,12,38.35616438356164,38.35616438356164,1
SINGLE FAMILY,CRESCENT,2020,1,98.47670250896056,98.47670250896056,1
SINGLE FAMILY,CRESCENT,2020,2,146.07843137254903,146.07843137254903,1
SINGLE FAMILY,CRESCENT,2020,3,82.54119803032846,82.54119803032846,2
SINGLE FAMILY,CRESCENT,2020,4,157.5854700854701,157.5854700854701,1
SINGLE FAMILY,CRESCENT,2020,6,111.13636363636364,111.13636363636364,1
SINGLE FAMILY,CRESCENT,2020,7,124.97137228024862,117.19645648775403,3
SINGLE FAMILY,CRESCENT,2020,8,134.63480309660048,134.63480309660048,1
SINGLE FAMILY,CRESCENT,2020,12,124.52507208334066,124.52507208334066,2
SINGLE FAMILY,CRESCENT,2021,1,72.69789983844912,72.69789983844912,1
SINGLE FAMILY,CRESCENT,2021,2,108.60698763306527,108.60698763306527,2
SINGLE FAMILY,CRESCENT,2021,3,93.6405876771048,93.6405876771048,2
SINGLE FAMILY,CRESCENT,2021,4,89.03608109847217,69.23076923076923,3
SINGLE FAMILY,CRESCENT,2021,5,153.8016458083319,153.8016458083319,2
SINGLE FAMILY,CRESCENT,2021,6,177.4259977117818,177.4259977117818,2
SINGLE FAMILY,CRESCENT,2021,7,102.82696919387567,102.82696919387567,2
SINGLE FAMILY,CRESCENT,2021,8,154.1501976284585,154.1501976284585,1
SINGLE FAMILY,CRESCENT,2021,9,161.46153846153845,161.46153846153845,1
SINGLE FAMILY,CRESCENT,2021,10,131.22820885354193,115.3846153846154,3
SINGLE FAMILY,CRESCENT,2021,11,243.27777777777777,243.27777777777777,1
SINGLE FAMILY,CRESCENT,2021,12,85.58256297917028,95.51656920077971,3
SINGLE FAMILY,CRESCENT,2022,1,148.1528907911277,137.03703703703704,3
SINGLE FAMILY,CRESCENT,2022,2,300.5952380952381,300.5952380952381,1
SINGLE FAMILY,CRESCENT,2022,3,72.68371364865506,72.68371364865506,2
SINGLE FAMILY,CRESCENT,2022,4,132.08165772744496,148.24216440774833,4
SINGLE FAMILY,CRESCENT,2022,5,138.04713804713805,138.04713804713805,1
SINGLE FAMILY,CRESCENT,2022,6,245.6043956043956,245.6043956043956,1
SINGLE FAMILY,CRESCENT,2022,7,153.0448717948718,153.0448717948718,1
SINGLE FAMILY,CRESCENT,2022,8,154.94515129758062,155.20833333333334,3
SINGLE FAMILY,CRESCENT,2022,9,153.73231049460557,153.73231049460557,2
SINGLE FAMILY,CRESCENT,2022,10,192.30769230769232,192.30769230769232,1
SINGLE FAMILY,CRESCENT,2022,12,100.11494252873564,100.11494252873564,2
SINGLE FAMILY,CRESCENT,2023,1,55.093378607809846,55.093378607809846,1
SINGLE FAMILY,CRESCENT,2023,2,147.05882352941177,147.05882352941177,1
SINGLE FAMILY,CRESCENT,2023,4,170.5607476635514,170.5607476635514,1
SINGLE FAMILY,CRESCENT,2023,5,147.51192230915183,130.3956834532374,3
SINGLE FAMILY,CRESCENT,2023,6,110.4346273866822,110.4346273866822,2
SINGLE FAMILY,CRESCENT,2023,7,162.94782690824442,160.43091022674525,4
SINGLE FAMILY,CRESCENT,2023,8,129.08462055928948,132.29166666666666,5
SINGLE FAMILY,CRESCENT,2023,10,175.07060613678263,173.5479797979798,3
SINGLE FAMILY,CRESCENT,2023,11,187.2568093385214,187.2568093385214,1
SINGLE FAMILY,CRESCENT,2024,2,160.34901583372286,161.98603907923166,4
SINGLE FAMILY,CRESCENT,2024,3,202.23859946419563,202.23859946419563,2
SINGLE FAMILY,CRESCENT,2024,4,146.17925495238626,146.17925495238626,2
SINGLE FAMILY,CRESCENT,2024,6,160.97682539715936,198.31730769230768,3
SINGLE FAMILY,CRESCENT,2024,7,154.936173426996,154.936173426996,2
SINGLE FAMILY,CRESCENT,2024,8,199.0371111154385,191.76762335144144,4
SINGLE FAMILY,CRESCENT,2024,9,189.37640778796015,189.37640778796015,2
SINGLE FAMILY,CRESCENT,2024,10,140.97435897435898,140.97435897435898,1
SINGLE FAMILY,CRESCENT,2024,12,164.8526529317105,179.59183673469389,5
SINGLE FAMILY,CRESCENT,2025,1,145.88859416445624,145.88859416445624,1
SINGLE FAMILY,CRESCENT,2025,3,189.56986337438929,189.56986337438929,2
SINGLE FAMILY,CRESCENT,2025,4,118.52704257767547,118.52704257767547,1
SINGLE FAMILY,CRESCENT,2025,5,212.9171491735972,212.9171491735972,2
SINGLE FAMILY,DORMONT,2012,1,65.86493550126181,74.00555041628122,5
SINGLE FAMILY,DORMONT,2012,2,61.248935945972484,59.3823794071933,4
SINGLE FAMILY,DORMONT,2012,3,79.52961762142687,73.36628993044148,4
SINGLE FAMILY,DORMONT,2012,4,78.20607157898104,85.57151780137414,3
SINGLE FAMILY,DORMONT,2012,5,74.22360248447205,74.22360248447205,2
SINGLE FAMILY,DORMONT,2012,6,78.45268891490156,78.125,11
SINGLE FAMILY,DORMONT,2012,7,57.44719246257883,57.44719246257883,2
SINGLE FAMILY,DORMONT,2012,8,84.92028929511122,88.28155636548175,10
SINGLE FAMILY,DORMONT,2012,9,83.9372960598259,82.09445891627298,4
SINGLE FAMILY,DORMONT,2012,10,77.35891542373747,83.33333333333333,3
SINGLE FAMILY,DORMONT,2012,11,64.22282224731994,61.93693693693694,3
SINGLE FAMILY,DORMONT,2013,1,76.61337007363497,76.61337007363497,2
SINGLE FAMILY,DORMONT,2013,2,71.02041528355115,71.02041528355115,2
SINGLE FAMILY,DORMONT,2013,3,81.2873349767608,80.35714285714286,3
SINGLE FAMILY,DORMONT,2013,4,97.91333850763631,103.35195530726256,3
SINGLE FAMILY,DORMONT,2013,5,77.64716153858365,81.0546875,7
SINGLE FAMILY,DORMONT,2013,6,83.36112424210911,87.56868131868131,7
SINGLE FAMILY,DORMONT,2013,7,67.0162034978815,71.29527991218441,9
SINGLE FAMILY,DORMONT,2013,8,75.44105830675083,74.1126180062108,8
SINGLE FAMILY,DORMONT,2013,9,77.36055511075527,77.36055511075527,2
SINGLE FAMILY,DORMONT,2013,10,84.01898976592277,85.26490066225166,5
SINGLE FAMILY,DORMONT,2013,11,70.01058214849267,61.68580917591595,4
SINGLE FAMILY,DORMONT,2013,12,63.77738455883287,59.03790087463557,3
SINGLE FAMILY,DORMONT,2014,2,82.09584458720673,79.32310946589106,3
SINGLE FAMILY,DORMONT,2014,3,99.48979591836736,99.48979591836736,1
SINGLE FAMILY,DORMONT,2014,5,92.41171521314078,92.41171521314078,2
SINGLE FAMILY,DORMONT,2014,6,99.60354552780016,99.60354552780016,1
SINGLE FAMILY,DORMONT,2014,7,73.65972376686722,66.73847479534683,5
SINGLE FAMILY,DORMONT,2014,8,76.71440972222223,76.71440972222223,2
SINGLE FAMILY,DORMONT,2014,9,77.03281027104137,77.03281027104137,1
SINGLE FAMILY,DORMONT,2014,10,109.77554339577568,103.71959942775392,3
SINGLE FAMILY,DORMONT,2015,1,110.42199488491048,110.42199488491048,2
SINGLE FAMILY,DORMONT,2015,3,97.03555100750822,95.54006968641114,5
SINGLE FAMILY,DORMONT,2015,4,74.28737160588216,74.82824257677444,4
SINGLE FAMILY,DORMONT,2015,5,98.34466016048779,98.34466016048779,2
SINGLE FAMILY,DORMONT,2015,6,128.4965034965035,128.4965034965035,1
SINGLE FAMILY,DORMONT,2015,7,118.7964338781575,118.7964338781575,1
SINGLE FAMILY,DORMONT,2015,8,89.03896588776774,92.13863060016908,5
SINGLE FAMILY,DORMONT,2015,9,104.9228618472176,106.71866974833075,4
SINGLE FAMILY,DORMONT,2015,10,105.31185634363992,98.95833333333331,5
SINGLE FAMILY,DORMONT,2015,11,86.70800140933426,86.70800140933426,2
SINGLE FAMILY,DORMONT,2015,12,90.67357512953367,90.67357512953367,1
SINGLE FAMILY,DORMONT,2016,2,29.74397590361446,29.74397590361446,1
SINGLE FAMILY,DORMONT,2016,3,67.35453472294908,70.79152731326644,3
SINGLE FAMILY,DORMONT,2016,4,89.41058452761834,93.62898188632104,5
SINGLE FAMILY,DORMONT,2016,5,91.472915632235,98.09971973943343,4
SINGLE FAMILY,DORMONT,2016,6,86.42801523754635,102.11976905398905,8
SINGLE FAMILY,DORMONT,2016,7,90.9044125097802,93.27658596451099,4
SINGLE FAMILY,DORMONT,2016,8,89.88431575104032,87.5,5
SINGLE FAMILY,DORMONT,2016,9,130.88265803397383,122.08646616541354,3
SINGLE FAMILY,DORMONT,2016,10,84.70736128365367,87.82153563485156,6
SINGLE FAMILY,DORMONT,2016,11,119.940976270489,119.940976270489,2
SINGLE FAMILY,DORMONT,2017,1,102.56900263754929,102.56900263754929,2
SINGLE FAMILY,DORMONT,2017,2,98.31217831662559,98.29280910501812,3
SINGLE FAMILY,DORMONT,2017,3,91.36886822577138,95.36679536679536,5
SINGLE FAMILY,DORMONT,2017,4,111.96900956296629,113.76146788990826,5
SINGLE FAMILY,DORMONT,2017,5,100.13904418559636,113.63636363636364,5
SINGLE FAMILY,DORMONT,2017,6,95.86910825536273,97.52321981424149,5
SINGLE FAMILY,DORMONT,2017,7,78.68768737239965,86.76426171329331,6
SINGLE FAMILY,DORMONT,2017,8,103.55127208265628,100.87241003271538,5
SINGLE FAMILY,DORMONT,2017,9,82.73353744150081,92.55631733594517,3
SINGLE FAMILY,DORMONT,2017,10,52.52100840336134,52.52100840336134,1
SINGLE FAMILY,DORMONT,2017,11,67.28538283062645,67.28538283062645,1
SINGLE FAMILY,DORMONT,2017,12,80.36336657039635,80.13029315960912,5
SINGLE FAMILY,DORMONT,2018,1,102.4945770065076,102.4945770065076,1
SINGLE FAMILY,DORMONT,2018,2,101.10820226822875,101.10820226822875,2
SINGLE FAMILY,DORMONT,2018,3,83.63816669978752,82.49294070189593,3
SINGLE FAMILY,DORMONT,2018,4,112.0653176192107,111.96249174035464,4
SINGLE FAMILY,DORMONT,2018,5,92.20701963117192,92.20701963117192,1
SINGLE FAMILY,DORMONT,2018,6,87.67659166349246,85.95139300533491,5
SINGLE FAMILY,DORMONT,2018,7,109.97696206113821,109.97696206113821,2
SINGLE FAMILY,DORMONT,2018,8,91.76507425299695,82.39398819108965,3
SINGLE FAMILY,DORMONT,2018,9,130.8868763935088,134.02829486224869,3
SINGLE FAMILY,DORMONT,2018,10,81.829428788832,84.43814324004319,4
SINGLE FAMILY,DORMONT,2018,11,100.80243156819631,112.70076077768385,4
SINGLE FAMILY,DORMONT,2018,12,124.54545454545456,124.54545454545456,1
SINGLE FAMILY,DORMONT,2019,1,87.2616191489122,71.53614457831326,3
SINGLE FAMILY,DORMONT,2019,2,91.52347183077251,91.52347183077251,2
SINGLE FAMILY,DORMONT,2019,3,101.0666074607484,89.54326923076923,3
SINGLE FAMILY,DORMONT,2019,4,72.39205329371137,72.39205329371137,2
SINGLE FAMILY,DORMONT,2019,5,167.76315789473685,167.76315789473685,1
SINGLE FAMILY,DORMONT,2019,6,83.90705679862306,83.90705679862306,1
SINGLE FAMILY,DORMONT,2019,7,109.17293637128618,107.49185667752442,3
SINGLE FAMILY,DORMONT,2019,8,93.87529633591791,99.18845807033364,5
SINGLE FAMILY,DORMONT,2019,9,126.8796992481203,126.8796992481203,1
SINGLE FAMILY,DORMONT,2019,11,91.39123786648179,91.39123786648179,2
SINGLE FAMILY,DORMONT,2019,12,50.705030487804876,50.705030487804876,2
SINGLE FAMILY,DORMONT,2020,1,112.76451011354878,112.14367370054956,6
SINGLE FAMILY,DORMONT,2020,2,100.66314585112434,95.60185185185183,7
SINGLE FAMILY,DORMONT,2020,3,147.5356447833512,145.0712895667024,4
SINGLE FAMILY,DORMONT,2020,4,117.31079741734216,115.0715931533904,4
SINGLE FAMILY,DORMONT,2020,5,77.22595174500096,67.51227495908347,3
SINGLE FAMILY,DORMONT,2020,6,119.09140049408478,119.4434986569818,4
SINGLE FAMILY,DORMONT,2020,7,125.89180497275534,123.46996069623808,11
SINGLE FAMILY,DORMONT,2020,8,135.0277002329603,138.3332439833988,8
SINGLE FAMILY,DORMONT,2020,9,127.5355182437557,119.64285714285714,5
SINGLE FAMILY,DORMONT,2020,10,137.1327231897691,146.24149659863946,3
SINGLE FAMILY,DORMONT,2020,11,125.89146540766906,131.6089186049806,6
