MUNIDESC,SALE_YEAR,SALE_MONTH,avg_ppsf,median_ppsf,sale_count
PENN HILLS,2016,11,66.43572299411115,76.62618083670716,4
PENN HILLS,2016,12,54.18703141739511,45.70762427598197,8
PENN HILLS,2017,1,55.96385292040922,53.588516746411486,6
PENN HILLS,2017,2,69.92944511860016,76.78571428571429,13
PENN HILLS,2017,3,71.05624806388657,71.32706185048946,14
PENN HILLS,2017,4,70.52955843950588,71.88253063163968,32
PENN HILLS,2017,5,71.11210836327547,69.94391025641025,30
PENN HILLS,2017,6,70.7785054360433,72.46542027663779,20
PENN HILLS,2017,7,65.89575788652607,68.66197183098592,25
PENN HILLS,2017,8,68.3718781018501,69.12442396313364,19
PENN HILLS,2017,9,63.953714179135424,63.15559440559441,22
PENN HILLS,2017,10,78.83344140256736,79.26684969844342,14
PENN HILLS,2017,11,72.63838394317533,74.11986652372241,8
PENN HILLS,2017,12,62.515851682816546,67.3076923076923,13
PENN HILLS,2018,1,67.45692326907742,69.89496824621398,16
PENN HILLS,2018,2,70.16147213944164,73.86716325263811,11
PENN HILLS,2018,3,77.30743289511278,79.49561403508773,15
PENN HILLS,2018,4,68.18482520121022,69.36728395061728,17
PENN HILLS,2018,5,68.1733734965278,68.642865951412,30
PENN HILLS,2018,6,71.78007196971203,77.3137648137648,54
PENN HILLS,2018,7,68.5419877699118,70.50730868443681,25
PENN HILLS,2018,8,74.5557947651531,75.66204388441764,32
PENN HILLS,2018,9,68.54635394903707,73.6842105263158,21
PENN HILLS,2018,10,73.21027698416023,71.36715391229579,25
PENN HILLS,2018,11,71.84613697560195,74.03906742281033,23
PENN HILLS,2018,12,62.31639238411689,65.19327166212304,12
PENN HILLS,2019,1,70.8092178792969,70.14427690756193,12
PENN HILLS,2019,2,70.20203064623861,72.00310917419344,14
PENN HILLS,2019,3,74.08526946735908,72.05414325869774,16
PENN HILLS,2019,4,79.15833560236231,80.91564527757751,14
PENN HILLS,2019,5,68.16232875017089,72.50021230746367,18
PENN HILLS,2019,6,72.1837359460869,74.98011792980363,12
PENN HILLS,2019,7,77.81643175908664,82.81893004115226,17
PENN HILLS,2019,8,69.3957281085293,75.52183499320063,12
PENN HILLS,2019,9,88.01680389081088,91.83560342096928,16
PENN HILLS,2019,10,70.91345577092903,80.39772727272727,11
PENN HILLS,2019,11,77.31028758967938,74.86305538648813,17
PENN HILLS,2019,12,61.06940016821119,53.551804278807246,20
PENN HILLS,2020,1,77.40297377711549,84.84848484848484,27
PENN HILLS,2020,2,73.28344073841578,74.45442875481386,27
PENN HILLS,2020,3,70.1577643988158,67.81115011748815,20
PENN HILLS,2020,4,81.87239546789365,82.58774948382657,23
PENN HILLS,2020,5,76.45765822022211,68.44055234826025,16
PENN HILLS,2020,6,87.89785432970561,89.3998871703258,26
PENN HILLS,2020,7,88.3868534512542,85.03401360544218,43
PENN HILLS,2020,8,81.7590854782425,84.15608490677786,30
PENN HILLS,2020,9,86.88616857777383,85.38587848932677,31
PENN HILLS,2020,10,101.06309330062155,105.64930300807043,31
PENN HILLS,2020,11,100.55172397757052,100.94086021505376,26
PENN HILLS,2020,12,82.63069185047284,84.43181818181819,28
PENN HILLS,2021,1,80.30490518769005,80.19005847953217,13
PENN HILLS,2021,2,70.09701664325507,71.09704641350211,17
PENN HILLS,2021,3,80.10502536184167,75.0,15
PENN HILLS,2021,4,88.04537226860312,90.7258064516129,19
PENN HILLS,2021,5,97.19775103298717,106.03612815269256,35
PENN HILLS,2021,6,104.21609942185168,108.46342698397493,40
PENN HILLS,2021,7,104.61509425926891,102.38266791689286,34
PENN HILLS,2021,8,104.96505778595083,109.5505617977528,41
PENN HILLS,2021,9,105.26146866260562,106.05416484211553,40
PENN HILLS,2021,10,96.89335213344768,103.12464055670577,40
PENN HILLS,2021,11,112.0511758161656,113.63636363636364,33
PENN HILLS,2021,12,102.4170656713595,108.78010878010878,35
PENN HILLS,2022,1,104.44590609823544,102.48447204968944,29
PENN HILLS,2022,2,111.95025571454964,116.38944892473117,28
PENN HILLS,2022,3,124.40422640920247,128.1710808876163,39
PENN HILLS,2022,4,116.5052348110769,115.06849315068492,31
PENN HILLS,2022,5,124.67288159933506,127.60321519912313,44
PENN HILLS,2022,6,124.49450178795328,134.57556935817806,43
PENN HILLS,2022,7,119.65744487526692,125.9493670886076,33
PENN HILLS,2022,8,130.05350767997834,126.82308180088776,41
PENN HILLS,2022,9,122.67902827689727,117.65871301066558,40
PENN HILLS,2022,10,132.25992181308527,121.89283417731693,36
PENN HILLS,2022,11,116.97261027370857,117.82900834105655,54
PENN HILLS,2022,12,115.97472426109465,121.36208318604926,26
PENN HILLS,2023,1,110.63300687193043,112.90322580645162,25
PENN HILLS,2023,2,127.6351908371261,133.6938503481505,26
PENN HILLS,2023,3,122.15416286785815,126.89459587206554,40
PENN HILLS,2023,4,127.34438279780153,137.97634691195796,41
PENN HILLS,2023,5,125.18445673443303,135.2426412092283,43
PENN HILLS,2023,6,135.19809914188485,128.51278233332636,42
PENN HILLS,2023,7,127.60432468194556,129.08054461942257,24
PENN HILLS,2023,8,126.72094870064875,129.07910404531265,30
PENN HILLS,2023,9,125.78881680197816,120.1923076923077,35
PENN HILLS,2023,10,118.3881619194785,123.31116657189192,40
PENN HILLS,2023,11,113.30124865726077,118.44514008575135,24
PENN HILLS,2023,12,117.677827148215,122.88868053423607,24
PENN HILLS,2024,1,130.288415005544,135.23131672597864,21
PENN HILLS,2024,2,125.00956169225259,132.74098238440553,26
PENN HILLS,2024,3,126.34824795901429,126.39508928571428,28
PENN HILLS,2024,4,131.6050704718521,132.95454545454547,45
PENN HILLS,2024,5,137.22434374199284,136.44957983193277,33
PENN HILLS,2024,6,139.37525934939393,144.70663265306123,43
PENN HILLS,2024,7,138.6536608738117,148.1958762886598,33
PENN HILLS,2024,8,120.57026554720984,126.00806451612904,27
PENN HILLS,2024,9,130.89303002370667,137.82051282051282,31
PENN HILLS,2024,10,135.41496396879768,133.0012808973205,38
PENN HILLS,2024,11,147.1094191718834,151.11111111111111,31
PENN HILLS,2024,12,117.25500206625341,116.27239488117002,28
PENN HILLS,2025,1,128.88574582953962,131.91489361702128,19
PENN HILLS,2025,2,138.42774742671452,141.3793103448276,23
PENN HILLS,2025,3,133.20743704100397,141.3543721236029,29
PENN HILLS,2025,4,144.00343026585043,143.81270903010034,37
PENN HILLS,2025,5,132.69630607543527,140.0,29
PENN HILLS,2025,6,,,0
PENN HILLS,2025,7,,,0
PENN HILLS,2025,8,,,0
PENN HILLS,2025,9,,,0
PENN HILLS,2025,10,,,0
PENN HILLS,2025,11,,,0
PENN HILLS,2025,12,,,0
PENNSBURY VILLAGE,2012,1,93.75,93.75,1
PENNSBURY VILLAGE,2012,2,103.83064516129032,103.83064516129032,1
PENNSBURY VILLAGE,2012,3,100.21255760368663,99.29435483870968,5
PENNSBURY VILLAGE,2012,4,102.23966733870968,101.26008064516128,4
PENNSBURY VILLAGE,2012,5,106.58602150537634,105.09072580645162,6
PENNSBURY VILLAGE,2012,6,103.25820852534562,104.53629032258064,4
PENNSBURY VILLAGE,2012,7,103.46102150537634,105.84677419354838,3
PENNSBURY VILLAGE,2012,8,103.72821346280448,102.67857142857144,7
PENNSBURY VILLAGE,2012,9,95.21529377880184,96.42857142857143,4
PENNSBURY VILLAGE,2012,10,85.18145161290323,85.18145161290323,1
PENNSBURY VILLAGE,2012,11,102.31854838709675,102.31854838709675,1
PENNSBURY VILLAGE,2012,12,,,0
PENNSBURY VILLAGE,2013,1,,,0
PENNSBURY VILLAGE,2013,2,96.875,96.875,1
PENNSBURY VILLAGE,2013,3,,,0
PENNSBURY VILLAGE,2013,4,107.3252688172043,110.78629032258064,3
PENNSBURY VILLAGE,2013,5,,,0
PENNSBURY VILLAGE,2013,6,107.8125,107.8125,2
PENNSBURY VILLAGE,2013,7,104.2160138248848,101.69642857142856,5
PENNSBURY VILLAGE,2013,8,105.34274193548389,105.34274193548389,1
PENNSBURY VILLAGE,2013,9,,,0
PENNSBURY VILLAGE,2013,10,105.34274193548389,105.34274193548389,2
PENNSBURY VILLAGE,2013,11,85.26785714285714,85.26785714285714,1
PENNSBURY VILLAGE,2013,12,102.8225806451613,102.8225806451613,1
PENNSBURY VILLAGE,2014,1,,,0
PENNSBURY VILLAGE,2014,2,,,0
PENNSBURY VILLAGE,2014,3,109.87903225806453,109.87903225806453,1
PENNSBURY VILLAGE,2014,4,,,0
PENNSBURY VILLAGE,2014,5,111.1391129032258,111.1391129032258,2
PENNSBURY VILLAGE,2014,6,107.86290322580643,107.86290322580643,1
PENNSBURY VILLAGE,2014,7,100.0,100.0,2
PENNSBURY VILLAGE,2014,8,,,0
PENNSBURY VILLAGE,2014,9,,,0
PENNSBURY VILLAGE,2014,10,,,0
PENNSBURY VILLAGE,2014,11,,,0
PENNSBURY VILLAGE,2014,12,,,0
PENNSBURY VILLAGE,2015,1,,,0
PENNSBURY VILLAGE,2015,2,,,0
PENNSBURY VILLAGE,2015,3,102.8225806451613,102.8225806451613,1
PENNSBURY VILLAGE,2015,4,,,0
PENNSBURY VILLAGE,2015,5,109.92223502304148,111.39112903225806,3
PENNSBURY VILLAGE,2015,6,116.83467741935485,116.83467741935485,1
PENNSBURY VILLAGE,2015,7,,,0
PENNSBURY VILLAGE,2015,8,99.04233870967741,99.04233870967741,2
PENNSBURY VILLAGE,2015,9,106.53866647465438,106.53866647465438,2
PENNSBURY VILLAGE,2015,10,117.94354838709675,117.94354838709675,1
PENNSBURY VILLAGE,2015,11,110.88709677419357,110.88709677419357,1
PENNSBURY VILLAGE,2015,12,105.35714285714286,105.35714285714286,1
PENNSBURY VILLAGE,2016,1,119.95967741935485,119.95967741935485,1
PENNSBURY VILLAGE,2016,2,,,0
PENNSBURY VILLAGE,2016,3,118.9516129032258,118.9516129032258,1
PENNSBURY VILLAGE,2016,4,,,0
PENNSBURY VILLAGE,2016,5,106.72763056835639,105.89717741935485,3
PENNSBURY VILLAGE,2016,6,124.49596774193549,124.49596774193549,2
PENNSBURY VILLAGE,2016,7,117.94354838709675,117.94354838709675,1
PENNSBURY VILLAGE,2016,8,114.72933467741936,114.72933467741936,2
PENNSBURY VILLAGE,2016,9,110.63004032258065,110.63004032258065,2
PENNSBURY VILLAGE,2016,10,113.64727342549922,111.60714285714286,3
PENNSBURY VILLAGE,2016,11,117.5,117.5,1
PENNSBURY VILLAGE,2016,12,128.52822580645162,128.52822580645162,1
PENNSBURY VILLAGE,2017,1,,,0
PENNSBURY VILLAGE,2017,2,103.83064516129032,103.83064516129032,1
PENNSBURY VILLAGE,2017,3,,,0
PENNSBURY VILLAGE,2017,4,,,0
PENNSBURY VILLAGE,2017,5,95.26209677419355,95.26209677419355,2
PENNSBURY VILLAGE,2017,6,119.95967741935485,119.95967741935485,1
PENNSBURY VILLAGE,2017,7,123.99193548387096,123.99193548387096,1
PENNSBURY VILLAGE,2017,8,117.56552419354838,116.68346774193549,4
PENNSBURY VILLAGE,2017,9,,,0
PENNSBURY VILLAGE,2017,10,112.71601382488478,109.82142857142856,3
PENNSBURY VILLAGE,2017,11,108.48214285714286,108.48214285714286,1
PENNSBURY VILLAGE,2017,12,105.05922379032259,105.05922379032259,2
PENNSBURY VILLAGE,2018,1,115.9274193548387,115.9274193548387,1
PENNSBURY VILLAGE,2018,2,109.56029185867897,110.38306451612904,3
PENNSBURY VILLAGE,2018,3,114.04569892473118,114.41532258064515,3
PENNSBURY VILLAGE,2018,4,118.44758064516131,118.44758064516131,2
PENNSBURY VILLAGE,2018,5,122.98387096774194,122.98387096774194,1
PENNSBURY VILLAGE,2018,6,105.19153225806451,111.64314516129032,4
PENNSBURY VILLAGE,2018,7,109.62701612903227,109.62701612903227,2
PENNSBURY VILLAGE,2018,8,,,0
PENNSBURY VILLAGE,2018,9,126.51209677419357,126.51209677419357,1
PENNSBURY VILLAGE,2018,10,117.43951612903226,117.43951612903226,2
PENNSBURY VILLAGE,2018,11,125.0,125.0,1
PENNSBURY VILLAGE,2018,12,127.01612903225806,127.01612903225806,1
PENNSBURY VILLAGE,2019,1,115.9274193548387,115.9274193548387,1
PENNSBURY VILLAGE,2019,2,128.75672043010752,131.0483870967742,3
PENNSBURY VILLAGE,2019,3,128.8306451612903,128.8306451612903,1
PENNSBURY VILLAGE,2019,4,,,0
PENNSBURY VILLAGE,2019,5,135.0806451612903,135.0806451612903,1
PENNSBURY VILLAGE,2019,6,104.75852272727272,104.75852272727272,1
PENNSBURY VILLAGE,2019,7,136.8951612903226,136.8951612903226,1
PENNSBURY VILLAGE,2019,8,,,0
PENNSBURY VILLAGE,2019,9,125.0,125.0,1
PENNSBURY VILLAGE,2019,10,117.5,117.5,1
PENNSBURY VILLAGE,2019,11,,,0
PENNSBURY VILLAGE,2019,12,,,0
PENNSBURY VILLAGE,2020,1,,,0
PENNSBURY VILLAGE,2020,2,,,0
PENNSBURY VILLAGE,2020,3,127.01612903225806,127.01612903225806,1
PENNSBURY VILLAGE,2020,4,131.38440860215053,133.56854838709677,3
PENNSBURY VILLAGE,2020,5,127.90178571428572,127.90178571428572,2
PENNSBURY VILLAGE,2020,6,119.95967741935485,119.95967741935485,1
PENNSBURY VILLAGE,2020,7,131.72043010752688,129.03225806451613,6
PENNSBURY VILLAGE,2020,8,151.10887096774192,151.10887096774192,1
PENNSBURY VILLAGE,2020,9,116.17943548387098,119.95967741935485,4
PENNSBURY VILLAGE,2020,10,132.47407834101384,132.05645161290323,7
PENNSBURY VILLAGE,2020,11,119.64285714285714,119.64285714285714,1
PENNSBURY VILLAGE,2020,12,,,0
PENNSBURY VILLAGE,2021,1,114.91935483870968,114.91935483870968,2
PENNSBURY VILLAGE,2021,2,,,0
PENNSBURY VILLAGE,2021,3,,,0
PENNSBURY VILLAGE,2021,4,105.84677419354838,105.84677419354838,1
PENNSBURY VILLAGE,2021,5,126.00806451612904,115.9274193548387,3
PENNSBURY VILLAGE,2021,6,137.93682795698928,147.68145161290323,3
PENNSBURY VILLAGE,2021,7,140.45578917050693,136.55673963133643,4
PENNSBURY VILLAGE,2021,8,158.23252688172045,158.26612903225808,3
PENNSBURY VILLAGE,2021,9,148.08467741935485,148.08467741935485,2
PENNSBURY VILLAGE,2021,10,175.90725806451613,175.90725806451613,1
PENNSBURY VILLAGE,2021,11,136.75475230414747,136.16071428571428,4
PENNSBURY VILLAGE,2021,12,117.74193548387096,117.94354838709675,3
PENNSBURY VILLAGE,2022,1,146.1693548387097,146.1693548387097,2
PENNSBURY VILLAGE,2022,2,152.88978494623657,156.25,3
PENNSBURY VILLAGE,2022,3,136.08870967741936,136.08870967741936,2
PENNSBURY VILLAGE,2022,4,142.31854838709677,153.2258064516129,5
PENNSBURY VILLAGE,2022,5,152.89818548387098,159.27419354838707,4
PENNSBURY VILLAGE,2022,6,157.54032258064515,162.24798387096774,4
PENNSBURY VILLAGE,2022,7,167.17741935483872,167.17741935483872,2
PENNSBURY VILLAGE,2022,8,163.30645161290323,163.30645161290323,1
PENNSBURY VILLAGE,2022,9,117.94354838709675,117.94354838709675,1
PENNSBURY VILLAGE,2022,10,145.53571428571428,145.53571428571428,1
PENNSBURY VILLAGE,2022,11,159.77476958525347,156.25,5
PENNSBURY VILLAGE,2022,12,115.9274193548387,115.9274193548387,1
PENNSBURY VILLAGE,2023,1,167.94354838709677,167.94354838709677,1
PENNSBURY VILLAGE,2023,2,166.74107142857144,166.74107142857144,2
PENNSBURY VILLAGE,2023,3,143.6491935483871,143.6491935483871,2
PENNSBURY VILLAGE,2023,4,166.3306451612903,166.3306451612903,2
PENNSBURY VILLAGE,2023,5,162.55040322580646,156.25,4
PENNSBURY VILLAGE,2023,6,165.81989247311827,169.3548387096774,3
PENNSBURY VILLAGE,2023,7,167.90574596774195,166.3306451612903,4
PENNSBURY VILLAGE,2023,8,172.89566532258064,172.89566532258064,2
PENNSBURY VILLAGE,2023,9,180.24193548387095,180.24193548387095,1
PENNSBURY VILLAGE,2023,10,132.05645161290323,132.05645161290323,1
PENNSBURY VILLAGE,2023,11,161.7943548387097,161.7943548387097,1
PENNSBURY VILLAGE,2023,12,125.66604262672811,125.66604262672811,2
PENNSBURY VILLAGE,2024,1,,,0
PENNSBURY VILLAGE,2024,2,171.3709677419355,171.3709677419355,2
PENNSBURY VILLAGE,2024,3,167.4430155529954,166.11592741935485,5
PENNSBURY VILLAGE,2024,4,185.48387096774192,185.48387096774192,1
PENNSBURY VILLAGE,2024,5,147.22782258064515,147.22782258064515,2
PENNSBURY VILLAGE,2024,6,169.69086021505373,169.3548387096774,3
PENNSBURY VILLAGE,2024,7,164.69254032258064,164.0625,4
PENNSBURY VILLAGE,2024,8,180.1675307219662,176.59130184331798,6
PENNSBURY VILLAGE,2024,9,169.875,169.875,1
PENNSBURY VILLAGE,2024,10,176.07526881720432,180.44354838709677,3
PENNSBURY VILLAGE,2024,11,170.36290322580646,163.30645161290323,3
PENNSBURY VILLAGE,2024,12,,,0
PENNSBURY VILLAGE,2025,1,,,0
PENNSBURY VILLAGE,2025,2,162.2983870967742,162.2983870967742,1
PENNSBURY VILLAGE,2025,3,142.85714285714286,142.85714285714286,1
PENNSBURY VILLAGE,2025,4,165.0201612903226,165.0201612903226,1
PENNSBURY VILLAGE,2025,5,,,0
PENNSBURY VILLAGE,2025,6,,,0
PENNSBURY VILLAGE,2025,7,,,0
PENNSBURY VILLAGE,2025,8,,,0
PENNSBURY VILLAGE,2025,9,,,0
PENNSBURY VILLAGE,2025,10,,,0
PENNSBURY VILLAGE,2025,11,,,0
PENNSBURY VILLAGE,2025,12,,,0
PINE,2012,1,118.35457081657863,105.80708661417324,3
PINE,2012,2,127.718788567637,129.28249348019034,4
PINE,2012,3,133.5689965249129,135.11972633979477,3
PINE,2012,4,109.06718951393832,113.2473253618628,11
PINE,2012,5,136.62367616236824,132.8862468186287,14
PINE,2012,6,130.48355904849558,131.03169796083182,25
PINE,2012,7,131.81758303176238,136.53483992467042,21
PINE,2012,8,131.11684834865315,136.75213675213675,19
PINE,2012,9,128.8603018220512,131.01708074534162,13
PINE,2012,10,140.44242239666866,130.67144043171442,14
PINE,2012,11,136.39552031096272,140.73910675381262,4
PINE,2012,12,116.3396765896279,110.57692307692308,3
PINE,2013,1,132.65319100395766,142.87547918948522,10
PINE,2013,2,187.88437822102514,188.29726876226454,4
PINE,2013,3,132.47663344916057,136.86413944889844,8
PINE,2013,4,119.73764760045717,147.8494623655914,7
PINE,2013,5,150.26409582576932,142.8100266150159,12
PINE,2013,6,158.36114161455117,156.49305555555554,17
PINE,2013,7,146.04362282963518,138.41145833333334,21
PINE,2013,8,160.52602450406667,157.77500158457883,14
PINE,2013,9,141.29593144326654,137.9089159717768,9
PINE,2013,10,148.52809483068316,149.15851557556627,12
PINE,2013,11,155.6305249967516,167.47298452927,6
PINE,2013,12,143.4420616022445,148.50788288288288,11
PINE,2014,1,141.2864596727826,141.2864596727826,2
PINE,2014,2,166.2608623454711,139.28067700987307,3
PINE,2014,3,142.41725714994496,143.348623853211,9
PINE,2014,4,161.21188226182068,155.98983158563712,5
PINE,2014,5,136.79161541299192,137.15225553118935,10
PINE,2014,6,158.48198478237927,143.89497601353224,6
PINE,2014,7,154.48848137580904,143.6388508891929,13
PINE,2014,8,188.08196849045157,170.80342018230215,6
PINE,2014,9,175.4699560261978,172.94749823819592,4
PINE,2014,10,129.659110681755,129.659110681755,2
PINE,2014,11,132.24208728233742,132.24208728233742,2
PINE,2014,12,134.2108277912102,134.2108277912102,2
PINE,2015,1,149.95365712561167,150.2378834331464,6
PINE,2015,2,153.3951637335096,153.3951637335096,2
PINE,2015,3,160.52190719429595,150.75821398483572,3
PINE,2015,4,154.97952351069895,150.26132404181186,5
PINE,2015,5,155.0929159207619,151.43737166324436,11
PINE,2015,6,173.0962585423577,165.8312447786132,9
PINE,2015,7,159.32836747906168,148.23717948717947,7
PINE,2015,8,131.9803819859296,134.52177034719728,4
PINE,2015,9,160.67701982305948,164.32222801269023,4
PINE,2015,10,169.92358067357375,161.61702127659575,5
PINE,2015,11,161.5199722501438,162.21985058697973,3
PINE,2015,12,170.80231955788113,158.53322304935207,5
PINE,2016,1,121.47335423197492,121.47335423197492,2
PINE,2016,2,168.88088268408015,168.88088268408015,1
PINE,2016,3,191.33937562940585,191.33937562940585,1
PINE,2016,4,146.9756209534743,144.40993788819875,7
PINE,2016,5,160.65281240149125,165.2574942352037,13
PINE,2016,6,157.9320317690715,159.9226734959271,10
PINE,2016,7,150.95284440563893,140.3280275739732,8
PINE,2016,8,151.34185921378875,141.68256110801372,4
PINE,2016,9,154.8439793994459,152.9639251047524,10
PINE,2016,10,149.43468635657226,144.8233436332173,6
PINE,2016,11,142.322452175085,142.322452175085,2
PINE,2016,12,,,0
PINE,2017,1,163.71211542619486,160.90598942295475,6
PINE,2017,2,140.14394242303078,140.14394242303078,1
PINE,2017,3,153.42072527122787,147.66958929395477,13
PINE,2017,4,163.99551678341604,161.37733343548098,16
PINE,2017,5,166.40675950331095,155.92989069348528,14
PINE,2017,6,161.34596424086632,149.27716093304429,18
PINE,2017,7,162.621695600348,158.3442803897757,12
PINE,2017,8,169.2624457251849,162.70341207349082,9
PINE,2017,9,157.2653016320387,161.92384769539078,13
PINE,2017,10,158.7301844113557,159.76095617529882,9
PINE,2017,11,186.8965936127487,174.06133402807455,4
PINE,2017,12,157.50970364027265,162.9974597798476,7
PINE,2018,1,183.0240293254406,174.23536704153014,4
PINE,2018,2,137.08873379860418,137.08873379860418,1
PINE,2018,3,183.2548393188197,186.33667144510346,8
PINE,2018,4,160.63898922379718,157.02947845804988,9
PINE,2018,5,164.3242233264388,166.3886572143453,9
PINE,2018,6,169.1531221194128,167.381730600019,12
PINE,2018,7,164.3933285866258,171.86009064885496,12
PINE,2018,8,155.44253360207776,157.8137028483449,21
PINE,2018,9,170.45033623362042,171.83288409703505,8
PINE,2018,10,158.1469557180187,146.96697219321652,8
PINE,2018,11,139.06230163216105,175.05656108597285,5
PINE,2018,12,151.2181845853943,143.35664335664336,5
PINE,2019,1,146.44094826712202,151.44230769230768,5
PINE,2019,2,159.8345305560452,158.2849774339136,7
PINE,2019,3,173.31145525305917,175.73872472783825,7
PINE,2019,4,159.74485046949232,164.55697627301788,4
PINE,2019,5,175.70551776219898,172.57274560645348,13
PINE,2019,6,164.69698526044735,178.77252481603813,12
PINE,2019,7,186.77052685387036,186.47868407810262,8
PINE,2019,8,141.76658174193003,140.3678606001936,3
PINE,2019,9,175.645807848117,179.73227226189053,4
PINE,2019,10,183.82882993461791,188.62981399004457,9
PINE,2019,11,176.6269548999004,176.62787356321837,8
PINE,2019,12,149.3441305414667,138.718890248878,7
PINE,2020,1,174.42875309419892,171.858774662513,5
PINE,2020,2,144.87740704850222,139.87442483054042,10
PINE,2020,3,161.70012981208373,160.65436241610738,11
PINE,2020,4,172.22606931369498,164.69038208168644,13
PINE,2020,5,157.0626822572973,159.40743716493915,6
PINE,2020,6,179.76818769701657,180.4537432207655,20
PINE,2020,7,175.6439157102438,183.7139688059016,20
PINE,2020,8,182.72905513576407,178.41011743450767,23
PINE,2020,9,192.82047335679474,186.56716417910448,17
PINE,2020,10,177.19776082100697,178.10371922472498,15
PINE,2020,11,184.86272980893196,173.7726898425079,14
PINE,2020,12,182.31890693150586,167.9616087751371,7
PINE,2021,1,180.02046614704938,191.99885288213363,5
PINE,2021,2,198.53617205210932,189.1891891891892,9
PINE,2021,3,211.73530420327444,202.4793388429752,13
PINE,2021,4,201.0139998467082,210.87899093417423,7
PINE,2021,5,205.333444623427,199.9238385376999,17
PINE,2021,6,196.72305463787788,197.78481012658227,25
PINE,2021,7,191.18116199352195,182.10770121598148,17
PINE,2021,8,206.7809932003829,205.20345169430425,26
PINE,2021,9,200.73137359033598,202.0594805521276,20
PINE,2021,10,201.25634621587577,185.3744939271255,12
PINE,2021,11,216.74886718233878,221.04085058757695,9
PINE,2021,12,186.7036897998589,188.5593220338983,11
PINE,2022,1,213.20816504190864,214.5636464702613,3
PINE,2022,2,237.86826206523034,226.87034192410536,8
PINE,2022,3,213.13275030472317,210.3309619548407,14
PINE,2022,4,218.2507259732703,217.99080949761643,18
PINE,2022,5,236.51246833932075,241.67210973220116,19
PINE,2022,6,224.69974556018317,226.89124899490753,24
PINE,2022,7,216.98698495027904,208.61372812920592,15
PINE,2022,8,222.0415206147117,220.57887656116387,20
PINE,2022,9,212.23281434693487,204.64625131995777,13
PINE,2022,10,196.6587796347441,186.8768355890172,16
PINE,2022,11,228.8298478505994,218.38910857550366,6
PINE,2022,12,251.7905214333094,249.6259884590725,9
PINE,2023,1,216.48944374111673,219.24961078525692,6
PINE,2023,2,191.7297410090227,189.06720160481444,5
PINE,2023,3,244.14385821301036,240.93538119570434,8
PINE,2023,4,209.54757065405474,200.0777000777001,11
PINE,2023,5,212.3545030590206,218.25396825396825,13
PINE,2023,6,237.52552710453799,245.94155844155844,13
PINE,2023,7,251.71497071280933,245.23856851571082,14
PINE,2023,8,226.5997507665203,210.84337349397592,15
PINE,2023,9,217.88297305396492,216.14824636503096,16
PINE,2023,10,212.90748271886608,214.95481412138233,12
PINE,2023,11,219.29372112147357,196.14217598612916,9
PINE,2023,12,217.36744667025738,222.14260121820135,5
PINE,2024,1,208.67252223502794,209.15153820366692,4
PINE,2024,2,228.5000092337424,222.49861802100608,11
PINE,2024,3,227.56872608088173,227.06422018348624,5
PINE,2024,4,239.41305208803766,223.62620567567325,10
PINE,2024,5,243.73822891360408,225.4289327480673,18
PINE,2024,6,246.97950913883773,230.4316020482809,15
PINE,2024,7,247.03403795292152,227.32445483345123,16
PINE,2024,8,226.48695189442358,224.89361909137932,14
PINE,2024,9,246.43440066095977,237.5886524822695,9
PINE,2024,10,239.02515849553254,228.2157676348548,11
PINE,2024,11,226.1371525747339,230.07926574885272,7
PINE,2024,12,229.9027427648572,220.1086956521739,13
PINE,2025,1,241.4861413720805,258.0015612802498,11
PINE,2025,2,223.78893756681538,214.46897376431787,10
PINE,2025,3,225.95424141692342,200.17839723341416,8
PINE,2025,4,216.55814695966774,206.0168418708131,6
PINE,2025,5,260.58563601146017,260.3732638888889,3
PINE,2025,6,,,0
PINE,2025,7,,,0
PINE,2025,8,,,0
PINE,2025,9,,,0
PINE,2025,10,,,0
PINE,2025,11,,,0
PINE,2025,12,,,0
PITCAIRN,2012,1,,,0
PITCAIRN,2012,2,11.200716845878135,11.200716845878135,1
PITCAIRN,2012,3,18.60774606564969,18.60774606564969,2
PITCAIRN,2012,4,,,0
PITCAIRN,2012,5,27.19184027777778,27.19184027777778,2
PITCAIRN,2012,6,5.090497737556561,5.090497737556561,1
PITCAIRN,2012,7,17.892156862745097,17.892156862745097,1
PITCAIRN,2012,8,33.8178566399411,33.8178566399411,2
PITCAIRN,2012,9,15.090557815654842,13.837638376383763,3
PITCAIRN,2012,10,2.4528846153846153,2.4528846153846153,1
PITCAIRN,2012,11,,,0
PITCAIRN,2012,12,12.225829406835686,12.225829406835686,2
PITCAIRN,2013,1,20.930232558139537,20.930232558139537,1
PITCAIRN,2013,2,22.44776119402985,22.44776119402985,1
PITCAIRN,2013,3,,,0
PITCAIRN,2013,4,24.83370288248337,24.83370288248337,1
PITCAIRN,2013,5,26.942711287577993,26.942711287577993,1
PITCAIRN,2013,6,,,0
PITCAIRN,2013,7,19.846350832266324,19.846350832266324,1
PITCAIRN,2013,8,33.51554492654595,33.51554492654595,1
PITCAIRN,2013,9,,,0
PITCAIRN,2013,10,23.158431606707467,23.158431606707467,2
PITCAIRN,2013,11,,,0
PITCAIRN,2013,12,11.055898496205879,2.37020316027088,3
PITCAIRN,2014,1,,,0
PITCAIRN,2014,2,,,0
PITCAIRN,2014,3,,,0
PITCAIRN,2014,4,,,0
